DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
19,26.0,1015.0,2.68,0,a4,b7,c28,d18,SE,i0,87.0
-16,6.0,1016.0,16.1,0,a0,b11,c7,d17,NW,i0,18.0
-20,-1.0,1036.0,0.89,0,a4,b0,c13,d11,cv,i0,199.0
-17,5.0,1020.0,7.15,0,a2,b10,c25,d19,SE,i0,34.0
-16,-4.0,1029.0,20.57,0,a1,b1,c11,d20,SE,i0,39.0
-18,-7.0,1035.0,8.5,0,a3,b1,c10,d8,NW,i0,23.0
12,18.0,1009.0,90.75,0,a2,b3,c17,d9,SE,i0,142.0
-19,9.0,1019.0,30.85,0,a0,b2,c11,d14,NW,i0,12.0
23,31.0,1001.0,1.79,0,a2,b6,c7,d14,SE,i0,120.0
22,23.0,1010.0,0.89,3,a2,b7,c26,d5,cv,i0,71.0
18,27.0,1008.0,4.92,0,a1,b4,c28,d13,SE,i0,118.0
6,16.0,1021.0,1.79,0,a3,b9,c2,d9,cv,i0,48.0
16,27.0,998.0,49.63,0,a4,b6,c10,d0,SE,i0,48.0
5,20.0,1022.0,3.13,0,a1,b9,c17,d15,SE,i0,86.0
-16,2.0,1029.0,2.67,0,a4,b1,c5,d14,cv,i0,122.0
-6,8.0,1017.0,11.18,0,a4,b2,c10,d10,NW,i0,269.0
-19,10.0,1015.0,37.1,0,a4,b1,c1,d11,NW,i0,22.0
-20,-9.0,1037.0,12.96,0,a0,b0,c14,d6,NE,i0,23.0
17,23.0,1014.0,1.79,0,a3,b5,c9,d11,cv,i0,27.0
14,20.0,1022.0,1.79,0,a3,b9,c5,d13,cv,i0,171.0
-16,-2.0,1026.0,124.72,0,a1,b2,c1,d2,NW,i0,14.0
-23,-3.0,1025.0,143.04,0,a3,b10,c26,d4,NW,i0,5.0
22,24.0,1004.0,1.79,0,a0,b6,c10,d19,SE,i0,193.0
-24,2.0,1031.0,166.73,0,a1,b2,c21,d1,NW,i0,12.0
-12,10.0,1015.0,76.89,0,a0,b10,c20,d12,NW,i0,16.0
11,17.0,1023.0,5.37,0,a1,b8,c9,d2,NW,i0,31.0
-6,-1.0,1031.0,1.79,0,a4,b11,c8,d18,NW,i0,352.0
-14,4.0,1030.0,77.31,0,a0,b11,c4,d21,NW,i0,11.0
23,27.0,1001.0,5.81,0,a3,b7,c6,d0,NE,i0,151.0
18,23.0,1008.0,60.81,0,a3,b7,c26,d3,SE,i0,47.0
8,28.0,1001.0,43.81,0,a3,b7,c28,d10,NW,i0,12.0
16,20.0,1007.0,65.74,0,a2,b5,c2,d3,SE,i0,175.0
-2,-1.0,1016.0,15.2,0,a0,b10,c18,d7,NW,i0,466.0
0,4.0,1022.0,66.16,0,a0,b3,c14,d4,SE,i0,106.0
17,30.0,1005.0,16.54,0,a4,b8,c6,d15,SE,i0,79.0
-27,-4.0,1028.0,1.78,0,a4,b1,c3,d20,SE,i0,71.0
-9,-5.0,1028.0,0.89,0,a2,b11,c18,d17,SE,i0,236.0
-10,9.0,1022.0,62.58,0,a4,b2,c17,d21,SE,i0,57.0
-18,2.0,1023.0,3.13,0,a1,b1,c2,d11,NW,i0,30.0
-9,6.0,1029.0,8.05,0,a1,b10,c19,d15,SE,i0,55.0
-5,3.0,1028.0,13.86,0,a1,b3,c2,d7,NW,i0,149.0
25,26.0,1002.0,1.78,0,a1,b6,c22,d2,cv,i0,321.0
-4,-1.0,1030.0,2.68,0,a3,b0,c19,d13,NW,i0,129.0
-15,0.0,1027.0,16.09,0,a1,b11,c22,d23,NW,i0,13.0
19,29.0,1003.0,20.11,0,a1,b6,c2,d10,NW,i0,72.0
-5,7.0,1012.0,37.99,0,a0,b2,c20,d22,SE,i0,111.0
-25,-12.0,1034.0,39.35,0,a0,b0,c4,d12,NE,i0,27.0
6,8.0,1003.0,1.79,0,a1,b3,c25,d5,NW,i0,104.0
17,29.0,998.0,26.82,0,a2,b5,c6,d19,SE,i0,87.0
16,30.0,1003.0,3.13,0,a0,b5,c20,d14,SE,i0,85.0
-13,-8.0,1035.0,19.22,0,a2,b0,c29,d1,SE,i0,73.0
1,12.0,1029.0,2.67,0,a4,b8,c29,d10,cv,i0,17.0
-22,-1.0,1034.0,0.89,0,a4,b1,c8,d16,cv,i0,10.0
6,7.0,1019.0,0.89,0,a1,b3,c21,d0,cv,i0,74.0
8,26.0,1016.0,8.05,0,a3,b4,c15,d14,SE,i0,124.0
15,20.0,1013.0,3.58,0,a0,b5,c10,d8,SE,i0,78.0
-15,0.0,1033.0,55.43,0,a1,b11,c8,d17,NW,i0,18.0
18,19.0,1007.0,1.79,6,a4,b5,c19,d6,NE,i0,41.0
14,15.0,1010.0,2.68,0,a0,b9,c8,d20,NW,i0,411.0
-5,7.0,1019.0,5.37,0,a2,b10,c16,d17,SE,i0,69.0
-3,-2.0,1026.0,33.08,0,a0,b1,c27,d20,NW,i3,85.0
-9,16.0,1020.0,20.12,0,a4,b3,c4,d20,SE,i0,37.0
13,15.0,1000.0,34.43,0,a1,b3,c28,d20,SE,i0,170.0
-12,-3.0,1036.0,49.17,0,a4,b1,c17,d1,SE,i0,28.0
18,27.0,1006.0,15.21,0,a3,b5,c14,d21,SE,i0,203.0
10,27.0,1016.0,17.43,0,a2,b8,c4,d16,SE,i0,52.0
21,26.0,1010.0,55.88,0,a0,b8,c15,d0,SE,i0,203.0
11,19.0,1015.0,41.57,0,a3,b4,c15,d23,SE,i0,83.0
20,28.0,1001.0,3.13,0,a4,b5,c25,d18,SE,i0,93.0
-3,22.0,1003.0,4.91,0,a4,b4,c13,d17,cv,i0,12.0
-15,17.0,1016.0,75.99,0,a2,b3,c4,d11,NW,i0,13.0
13,21.0,1012.0,3.58,0,a4,b5,c1,d0,SE,i0,55.0
-27,-11.0,1040.0,233.34,0,a1,b0,c14,d5,NW,i0,9.0
6,15.0,1010.0,0.89,0,a3,b3,c27,d11,cv,i0,79.0
-23,-11.0,1031.0,5.34,0,a2,b1,c1,d22,cv,i0,82.0
-2,1.0,1028.0,1.79,0,a2,b2,c1,d20,NE,i0,75.0
-22,-4.0,1032.0,4.92,0,a1,b0,c19,d11,NW,i0,27.0
-3,-3.0,1032.0,5.81,0,a1,b11,c4,d4,NW,i0,397.0
-13,5.0,1016.0,47.4,0,a0,b0,c26,d18,NW,i0,37.0
-13,-4.0,1025.0,3.58,0,a0,b10,c27,d1,SE,i0,59.0
19,23.0,1003.0,3.13,0,a2,b6,c22,d0,NW,i0,27.0
11,18.0,1017.0,8.5,0,a1,b9,c21,d13,NW,i0,297.0
-14,-1.0,1023.0,4.92,0,a3,b0,c23,d8,NW,i0,14.0
10,23.0,1013.0,54.08,0,a2,b8,c2,d18,NW,i0,13.0
3,13.0,1008.0,1.79,0,a0,b4,c2,d4,NW,i0,45.0
-8,-1.0,1025.0,4.92,0,a4,b0,c2,d23,SE,i0,103.0
-18,-15.0,1029.0,1.34,0,a0,b0,c7,d5,cv,i0,100.0
2,22.0,1012.0,3.13,0,a2,b4,c23,d8,NE,i0,33.0
17,20.0,1005.0,25.5,0,a3,b8,c12,d13,SE,i0,104.0
-22,-2.0,1034.0,61.25,0,a1,b0,c27,d17,NW,i0,12.0
-22,-13.0,1034.0,20.57,0,a0,b0,c4,d22,NW,i0,66.0
-26,1.0,1026.0,348.64,0,a2,b11,c8,d14,NW,i0,20.0
-23,1.0,1024.0,0.89,0,a3,b11,c12,d17,cv,i0,88.0
22,29.0,996.0,38.45,0,a3,b5,c25,d20,SE,i0,101.0
-21,-5.0,1036.0,8.05,0,a0,b1,c10,d21,NW,i0,24.0
-14,5.0,1023.0,1.78,0,a3,b10,c28,d9,cv,i0,65.0
0,16.0,1026.0,3.13,0,a1,b10,c7,d15,SE,i0,11.0
-16,13.0,1012.0,136.35,0,a3,b3,c7,d15,NW,i0,13.0
26,30.0,997.0,7.16,0,a0,b6,c29,d17,SE,i0,302.0
10,10.0,1016.0,10.73,0,a4,b9,c25,d3,NW,i0,312.0
13,25.0,999.0,24.59,0,a2,b5,c12,d18,SE,i0,54.0
3,4.0,1013.0,42.02,0,a2,b2,c16,d17,SE,i0,245.0
-7,12.0,1022.0,93.9,0,a2,b9,c15,d19,NW,i0,11.0
11,20.0,1014.0,10.73,0,a4,b9,c18,d13,SE,i0,213.0
-8,9.0,1020.0,16.98,0,a3,b2,c28,d14,SE,i0,121.0
11,17.0,1022.0,3.13,0,a1,b9,c18,d12,SE,i0,133.0
17,28.0,1004.0,1.78,0,a3,b6,c25,d9,cv,i0,54.0
22,24.0,1003.0,27.71,3,a0,b7,c3,d16,NW,i0,35.0
-7,26.0,1010.0,59.01,0,a1,b4,c1,d13,NW,i0,16.0
17,22.0,1009.0,2.68,1,a4,b8,c25,d15,cv,i0,155.0
0,12.0,1018.0,1.79,0,a3,b9,c26,d11,cv,i0,197.0
14,23.0,1017.0,2.68,0,a3,b8,c5,d11,cv,i0,70.0
-22,0.0,1026.0,24.59,0,a0,b11,c21,d22,NE,i0,18.0
15,24.0,1008.0,1.79,0,a4,b4,c23,d2,NE,i0,89.0
9,26.0,1000.0,12.96,0,a0,b6,c5,d4,NW,i0,28.0
-10,-3.0,1032.0,1.79,0,a4,b1,c12,d20,NE,i0,239.0
19,22.0,1005.0,4.92,0,a4,b7,c23,d2,NW,i0,25.0
18,24.0,1005.0,3.57,0,a1,b5,c10,d9,cv,i0,91.0
-16,-6.0,1029.0,3.56,0,a4,b11,c12,d1,cv,i0,16.0
21,24.0,1005.0,0.89,0,a1,b6,c13,d2,cv,i0,80.0
5,11.0,1001.0,1.79,0,a4,b4,c14,d2,NE,i0,68.0
-1,18.0,1017.0,110.41,0,a2,b9,c8,d19,NW,i0,10.0
-9,-4.0,1031.0,0.45,0,a4,b2,c6,d6,cv,i0,100.0
19,22.0,1003.0,1.34,0,a3,b5,c18,d6,cv,i0,85.0
11,15.0,1012.0,0.89,0,a2,b4,c9,d6,cv,i0,312.0
-8,-2.0,1022.0,2.24,0,a3,b10,c16,d4,cv,i0,21.0
-14,18.0,1022.0,7.15,0,a1,b3,c2,d15,NW,i0,138.0
20,25.0,1006.0,22.8,0,a0,b7,c4,d8,NW,i0,33.0
-4,20.0,1011.0,19.67,0,a2,b3,c6,d16,SE,i0,76.0
18,26.0,1004.0,1.79,0,a3,b7,c2,d8,NE,i0,21.0
22,23.0,1005.0,1.79,0,a3,b5,c29,d0,NW,i0,186.0
-17,2.0,1024.0,433.14,0,a4,b11,c20,d16,NW,i0,13.0
-3,20.0,1008.0,1.79,0,a3,b3,c11,d19,cv,i0,52.0
-4,0.0,1018.0,1.79,0,a2,b10,c24,d6,NW,i0,290.0
4,24.0,1012.0,4.92,0,a2,b8,c12,d12,cv,i0,10.0
-8,3.0,1027.0,24.59,0,a0,b2,c26,d22,SE,i0,57.0
12,19.0,1012.0,3.58,0,a4,b5,c1,d3,SE,i0,55.0
-3,-1.0,1025.0,1.78,0,a1,b1,c25,d13,cv,i0,80.0
6,8.0,1020.0,1.78,0,a4,b10,c0,d8,cv,i0,29.0
-11,-7.0,1029.0,10.74,0,a4,b11,c26,d5,NW,i0,199.0
-11,3.0,1025.0,60.77,0,a0,b2,c12,d22,SE,i0,53.0
-20,14.0,1021.0,9.83,0,a3,b3,c17,d15,NE,i0,7.0
-19,-4.0,1029.0,30.85,0,a2,b10,c29,d6,NE,i0,17.0
-4,0.0,1021.0,4.47,0,a3,b10,c7,d5,NW,i0,167.0
10,28.0,1004.0,15.2,0,a2,b4,c5,d14,SE,i0,96.0
0,9.0,1026.0,14.31,0,a3,b2,c15,d9,NW,i0,315.0
-23,0.0,1025.0,78.66,0,a2,b0,c23,d16,NW,i0,15.0
13,35.0,999.0,3.13,0,a4,b6,c10,d16,NE,i0,13.0
15,24.0,1009.0,59.89,0,a2,b4,c22,d0,SE,i0,132.0
-9,-1.0,1021.0,0.89,0,a1,b2,c10,d5,NE,i0,26.0
12,25.0,1000.0,60.8,0,a4,b4,c11,d21,SE,i0,65.0
6,11.0,1014.0,1.78,0,a2,b9,c11,d1,cv,i0,146.0
-3,2.0,1012.0,1.79,0,a2,b1,c21,d13,cv,i0,203.0
-7,3.0,1023.0,1.79,0,a3,b2,c10,d8,SE,i0,105.0
-25,-7.0,1040.0,57.66,0,a2,b1,c1,d10,NW,i0,13.0
23,25.0,1002.0,5.37,0,a2,b6,c5,d19,NE,i0,184.0
21,21.0,1014.0,0.89,0,a4,b8,c0,d3,SE,i0,87.0
-3,15.0,1009.0,33.07,0,a1,b3,c16,d6,NW,i0,12.0
-6,1.0,1016.0,3.13,0,a3,b3,c11,d6,NW,i0,62.0
21,30.0,1006.0,8.5,0,a2,b7,c1,d17,SE,i0,21.0
13,13.0,1018.0,0.89,0,a2,b8,c26,d2,NW,i0,90.0
8,16.0,1010.0,8.05,0,a3,b8,c27,d1,SE,i0,207.0
2,13.0,1025.0,29.5,5,a1,b10,c4,d2,NW,i0,27.0
0,10.0,1003.0,57.22,0,a3,b3,c14,d22,SE,i0,55.0
18,19.0,1013.0,42.04,0,a1,b8,c12,d3,SE,i0,113.0
-22,-2.0,1032.0,134.55,0,a2,b2,c9,d20,NW,i0,9.0
-7,-4.0,1026.0,3.57,0,a1,b1,c19,d5,NW,i0,202.0
23,28.0,1011.0,1.79,1,a0,b7,c17,d12,SE,i0,246.0
-11,0.0,1028.0,144.41,0,a1,b10,c18,d22,NW,i0,22.0
14,22.0,1011.0,19.22,0,a2,b5,c0,d17,SE,i0,83.0
2,6.0,1010.0,12.97,0,a1,b3,c26,d5,NW,i0,43.0
9,26.0,1006.0,3.13,0,a2,b4,c5,d11,SE,i0,132.0
-2,13.0,1016.0,11.17,0,a2,b2,c25,d19,SE,i0,146.0
-10,-1.0,1030.0,31.74,0,a4,b2,c6,d2,SE,i0,84.0
-14,-8.0,1027.0,1.79,0,a4,b11,c13,d3,NW,i0,144.0
14,18.0,1008.0,5.37,0,a4,b5,c9,d5,SE,i0,50.0
-4,9.0,1015.0,73.32,0,a3,b3,c3,d2,SE,i0,47.0
9,12.0,1016.0,0.89,0,a0,b9,c4,d0,cv,i0,85.0
-19,-11.0,1029.0,4.92,0,a1,b0,c21,d0,NW,i0,191.0
16,21.0,1006.0,25.93,0,a3,b4,c27,d21,SE,i0,88.0
22,27.0,1013.0,1.79,0,a1,b7,c18,d10,NE,i0,67.0
22,27.0,1009.0,10.28,0,a2,b5,c25,d17,SE,i0,131.0
16,24.0,1005.0,8.05,0,a4,b4,c18,d12,SE,i0,161.0
-23,-4.0,1029.0,3.13,0,a3,b0,c3,d16,SE,i0,79.0
-14,-7.0,1022.0,3.12,0,a2,b11,c4,d2,cv,i0,22.0
-19,-1.0,1025.0,0.89,0,a4,b2,c12,d6,NW,i0,18.0
18,29.0,1003.0,21.9,0,a1,b6,c2,d23,SE,i0,56.0
14,15.0,1013.0,14.32,0,a1,b9,c12,d4,SE,i0,279.0
-12,-8.0,1033.0,7.16,0,a1,b11,c26,d4,NW,i0,146.0
-6,21.0,1012.0,168.97,0,a1,b4,c13,d0,NW,i0,44.0
23,27.0,1010.0,36.2,0,a2,b7,c30,d20,SE,i0,160.0
-4,-3.0,1030.0,0.45,0,a3,b0,c19,d22,cv,i0,145.0
-19,0.0,1022.0,16.09,0,a2,b11,c6,d16,NW,i0,97.0
13,34.0,1004.0,15.2,0,a3,b7,c24,d16,SE,i0,38.0
2,10.0,1018.0,0.45,0,a1,b9,c16,d0,cv,i0,23.0
5,17.0,1003.0,4.92,0,a2,b4,c16,d3,SE,i0,44.0
21,31.0,1005.0,4.02,0,a4,b6,c4,d17,SE,i0,70.0
-6,-4.0,1032.0,0.89,0,a3,b0,c19,d7,SE,i3,78.0
6,6.0,1023.0,12.07,8,a1,b10,c16,d8,NW,i0,126.0
-16,9.0,1016.0,196.25,0,a3,b3,c7,d21,NW,i0,15.0
15,18.0,1013.0,0.89,0,a0,b5,c10,d1,NE,i0,97.0
5,23.0,1006.0,4.02,0,a0,b4,c2,d19,NW,i0,138.0
14,36.0,995.0,13.86,0,a3,b6,c2,d14,NW,i0,26.0
-17,-7.0,1031.0,0.89,0,a0,b1,c12,d9,cv,i0,26.0
16,23.0,1014.0,42.92,0,a0,b7,c26,d9,NW,i0,41.0
-3,17.0,1009.0,43.81,0,a3,b3,c25,d22,SE,i0,41.0
-16,-3.0,1040.0,16.09,0,a3,b0,c16,d10,NE,i0,34.0
20,21.0,1014.0,1.78,2,a0,b8,c0,d7,cv,i0,90.0
-7,1.0,1022.0,0.45,0,a3,b3,c1,d4,cv,i0,64.0
-11,27.0,1011.0,22.36,0,a3,b3,c28,d13,NW,i0,39.0
-18,-3.0,1026.0,58.1,0,a2,b11,c29,d10,NW,i0,16.0
-8,10.0,1019.0,12.97,0,a4,b2,c7,d17,SE,i0,187.0
7,11.0,1026.0,1.79,0,a0,b9,c18,d14,cv,i0,93.0
20,34.0,995.0,11.18,0,a3,b6,c29,d17,SE,i0,55.0
-2,1.0,1022.0,0.89,0,a1,b10,c21,d4,NE,i0,322.0
-2,13.0,1025.0,3.58,0,a4,b10,c7,d15,SE,i0,87.0
5,8.0,1019.0,0.89,0,a4,b3,c19,d0,cv,i0,95.0
19,32.0,999.0,33.97,0,a3,b6,c4,d10,NW,i0,25.0
19,27.0,1011.0,0.89,0,a1,b7,c27,d11,cv,i0,84.0
-14,13.0,1016.0,8.94,0,a2,b3,c3,d23,NW,i0,11.0
5,22.0,1016.0,6.71,0,a2,b9,c19,d15,SE,i0,154.0
6,11.0,1014.0,10.68,0,a2,b9,c11,d11,cv,i0,152.0
22,23.0,1010.0,1.78,0,a2,b7,c26,d6,cv,i0,74.0
-5,1.0,1029.0,2.67,0,a1,b11,c3,d11,cv,i0,63.0
16,18.0,1012.0,0.45,0,a4,b8,c2,d0,cv,i0,10.0
-12,11.0,1021.0,9.83,0,a4,b2,c17,d3,NE,i0,17.0
6,20.0,1009.0,8.05,0,a2,b3,c9,d8,SE,i0,68.0
20,30.0,1003.0,4.02,0,a3,b7,c6,d12,NW,i0,34.0
5,10.0,1024.0,1.78,0,a1,b8,c29,d21,cv,i0,35.0
8,16.0,1012.0,1.79,0,a4,b9,c22,d15,SE,i0,143.0
-1,2.0,1017.0,2.67,0,a0,b10,c28,d17,cv,i0,130.0
-7,5.0,1026.0,17.44,0,a0,b2,c26,d20,SE,i0,62.0
18,22.0,1009.0,1.79,0,a2,b8,c1,d18,NW,i0,15.0
-22,-8.0,1036.0,11.18,0,a0,b1,c13,d23,NW,i0,46.0
-14,-1.0,1036.0,70.63,0,a2,b11,c16,d12,NW,i0,18.0
14,21.0,1019.0,1.78,0,a4,b9,c8,d13,cv,i0,350.0
-14,24.0,1012.0,97.46,0,a2,b3,c7,d18,NW,i0,17.0
16,21.0,1010.0,21.02,0,a4,b8,c25,d12,SE,i0,123.0
-12,5.0,1030.0,17.89,0,a1,b1,c24,d18,SE,i0,44.0
-9,19.0,1024.0,68.85,0,a3,b10,c2,d15,NW,i0,10.0
13,14.0,1025.0,21.01,6,a1,b8,c9,d8,NW,i0,11.0
19,21.0,1006.0,0.89,0,a1,b5,c19,d6,cv,i0,214.0
18,23.0,1009.0,0.89,2,a0,b7,c6,d22,NE,i0,38.0
21,27.0,1000.0,1.79,0,a0,b6,c3,d2,SE,i0,127.0
24,25.0,1011.0,0.89,0,a2,b7,c30,d7,NE,i0,240.0
-25,-8.0,1037.0,119.34,0,a0,b11,c13,d22,NW,i0,8.0
-26,0.0,1032.0,27.71,0,a4,b0,c7,d15,NW,i0,22.0
9,20.0,1009.0,1.79,0,a0,b4,c7,d9,SE,i0,201.0
-1,0.0,1032.0,1.78,0,a1,b11,c4,d20,NE,i0,324.0
-19,-1.0,1026.0,3.58,0,a3,b0,c5,d14,NW,i0,78.0
-9,1.0,1010.0,0.89,0,a4,b2,c14,d5,NE,i0,82.0
-23,0.0,1029.0,0.89,0,a4,b0,c24,d18,cv,i0,14.0
-8,0.0,1035.0,196.75,0,a0,b10,c13,d13,NW,i0,24.0
0,4.0,1027.0,21.47,0,a4,b10,c21,d23,SE,i0,127.0
-14,-2.0,1026.0,12.07,0,a2,b10,c29,d3,NE,i0,42.0
16,18.0,1018.0,4.02,13,a4,b8,c22,d11,NE,i0,40.0
-13,-2.0,1017.0,10.73,0,a4,b11,c29,d3,NW,i0,28.0
-3,8.0,1022.0,1.79,0,a0,b10,c16,d13,SE,i0,288.0
-13,7.0,1019.0,7.15,0,a2,b10,c11,d11,NW,i0,26.0
-9,17.0,1025.0,1.79,0,a4,b9,c12,d14,cv,i0,8.0
0,4.0,1010.0,8.94,0,a3,b1,c27,d2,SE,i0,400.0
24,24.0,1002.0,32.64,3,a2,b6,c8,d1,SE,i0,103.0
17,23.0,1004.0,1.79,0,a4,b5,c5,d7,SE,i0,87.0
-13,4.0,1013.0,64.82,0,a0,b2,c11,d5,NW,i0,27.0
21,26.0,1009.0,12.97,0,a0,b6,c13,d18,SE,i0,118.0
17,20.0,1018.0,1.79,0,a4,b8,c24,d11,SE,i0,141.0
-11,-6.0,1024.0,1.79,0,a2,b1,c12,d3,NW,i0,154.0
-8,-4.0,1023.0,3.58,0,a2,b2,c9,d5,NW,i0,93.0
-7,-1.0,1012.0,1.79,0,a0,b11,c4,d0,NW,i0,322.0
13,16.0,1022.0,0.89,0,a3,b9,c4,d20,NE,i0,342.0
-5,3.0,1022.0,1.78,0,a3,b10,c21,d22,cv,i0,352.0
5,26.0,1006.0,9.39,0,a1,b5,c2,d22,SE,i0,45.0
6,25.0,1010.0,3.13,0,a3,b7,c29,d18,SE,i0,13.0
4,11.0,1026.0,5.81,0,a1,b9,c27,d8,NW,i0,125.0
17,25.0,999.0,1.79,0,a2,b6,c3,d4,NE,i0,69.0
4,16.0,1010.0,150.65,0,a1,b9,c14,d21,NW,i0,13.0
-18,15.0,1017.0,8.05,0,a3,b2,c2,d14,NW,i0,38.0
-9,-2.0,1026.0,1.79,0,a2,b1,c14,d19,SE,i0,126.0
0,16.0,1024.0,25.48,0,a3,b9,c16,d17,SE,i0,144.0
11,18.0,1018.0,25.48,0,a4,b3,c17,d18,SE,i0,153.0
22,26.0,1011.0,18.78,0,a2,b6,c16,d8,SE,i0,108.0
-10,1.0,1026.0,1.79,0,a2,b1,c14,d13,SE,i0,138.0
-11,-3.0,1015.0,8.05,0,a4,b0,c23,d2,NW,i0,316.0
-1,12.0,1029.0,18.33,0,a0,b9,c27,d11,NW,i0,67.0
-23,-2.0,1034.0,231.97,0,a4,b11,c30,d19,NW,i0,8.0
4,17.0,1010.0,2.67,0,a2,b4,c24,d1,cv,i0,91.0
-11,-9.0,1020.0,116.66,0,a0,b0,c2,d14,SE,i20,96.0
11,29.0,1005.0,3.13,0,a2,b5,c15,d10,NW,i0,15.0
-20,14.0,1009.0,49.17,0,a3,b2,c8,d13,NW,i0,32.0
17,33.0,994.0,31.73,0,a3,b6,c2,d19,NW,i0,20.0
-10,14.0,1013.0,0.89,0,a1,b2,c16,d18,cv,i0,90.0
-25,7.0,1029.0,22.79,0,a3,b1,c21,d16,NW,i0,10.0
23,23.0,1011.0,0.89,0,a2,b8,c0,d6,cv,i0,203.0
-4,-3.0,1026.0,2.68,0,a1,b11,c0,d23,SE,i0,219.0
12,25.0,1000.0,0.89,0,a4,b4,c12,d11,cv,i0,104.0
-13,-4.0,1029.0,4.92,0,a0,b10,c24,d0,NW,i0,16.0
1,15.0,1008.0,0.89,0,a2,b4,c14,d1,cv,i0,44.0
23,26.0,1005.0,17.45,0,a0,b7,c10,d9,SE,i0,120.0
-13,4.0,1025.0,34.42,0,a4,b0,c27,d17,SE,i0,81.0
23,25.0,1009.0,1.78,0,a0,b6,c22,d6,cv,i0,227.0
25,30.0,1001.0,21.47,0,a3,b7,c14,d19,SE,i0,142.0
-4,16.0,1004.0,0.89,0,a3,b4,c19,d0,cv,i0,27.0
20,23.0,1003.0,22.36,2,a3,b5,c15,d12,SE,i0,196.0
-5,-3.0,1026.0,0.45,0,a1,b1,c20,d2,cv,i0,493.0
1,7.0,1022.0,0.89,0,a0,b10,c3,d23,NW,i0,136.0
19,26.0,1003.0,4.92,0,a0,b7,c2,d11,NW,i0,166.0
-24,-12.0,1037.0,125.18,0,a1,b0,c28,d7,NW,i0,11.0
11,22.0,1008.0,1.79,0,a2,b4,c17,d10,cv,i0,85.0
18,34.0,998.0,33.54,0,a3,b6,c5,d17,SE,i0,45.0
-8,7.0,1003.0,12.07,0,a0,b11,c9,d9,NW,i0,180.0
7,14.0,1020.0,50.73,0,a2,b9,c13,d8,cv,i0,9.0
23,31.0,1007.0,9.84,0,a4,b6,c19,d9,SE,i0,55.0
-10,4.0,1032.0,15.2,0,a1,b11,c11,d10,NE,i0,29.0
-2,21.0,1010.0,3.58,0,a0,b4,c2,d8,NW,i0,53.0
22,24.0,1010.0,13.86,0,a2,b6,c16,d6,SE,i0,110.0
2,8.0,1005.0,2.67,0,a1,b3,c24,d3,cv,i0,60.0
18,21.0,1004.0,7.15,0,a4,b5,c17,d8,NW,i0,46.0
-8,27.0,1012.0,14.31,0,a3,b3,c28,d12,NW,i0,44.0
-20,-7.0,1028.0,2.68,0,a1,b0,c19,d21,cv,i0,82.0
19,20.0,1010.0,0.89,3,a4,b8,c1,d3,NE,i0,49.0
-22,0.0,1030.0,27.26,0,a3,b11,c18,d15,NE,i0,27.0
-11,19.0,1013.0,56.33,0,a2,b3,c10,d14,NW,i0,14.0
-22,-5.0,1035.0,328.55,0,a4,b0,c20,d7,NW,i0,18.0
-12,-5.0,1028.0,7.6,0,a1,b1,c17,d7,NW,i0,41.0
11,26.0,1015.0,3.13,0,a0,b4,c30,d12,cv,i0,85.0
-4,4.0,1032.0,0.89,0,a4,b10,c5,d21,SE,i0,40.0
24,31.0,1002.0,0.89,0,a2,b6,c7,d13,cv,i0,135.0
-20,-4.0,1023.0,4.45,0,a2,b0,c24,d11,cv,i0,52.0
-8,8.0,1020.0,6.26,0,a4,b2,c9,d17,SE,i0,122.0
23,27.0,1001.0,20.56,0,a0,b7,c11,d21,SE,i0,83.0
2,4.0,1024.0,2.24,0,a1,b9,c25,d5,cv,i0,114.0
-18,-7.0,1031.0,24.14,0,a0,b0,c22,d7,NW,i0,24.0
-4,-3.0,1028.0,1.78,0,a2,b11,c12,d0,NE,i0,268.0
-24,5.0,1019.0,1.79,0,a3,b11,c28,d12,SE,i0,59.0
2,17.0,1014.0,42.02,0,a3,b3,c20,d18,SE,i0,149.0
-10,-6.0,1021.0,3.57,0,a0,b10,c25,d7,NW,i0,80.0
4,23.0,1013.0,4.02,0,a0,b4,c24,d8,NW,i0,29.0
2,12.0,1021.0,1.79,1,a0,b3,c20,d19,NE,i0,35.0
19,21.0,1007.0,7.16,0,a3,b5,c7,d14,SE,i0,206.0
-16,1.0,1033.0,6.26,0,a3,b0,c15,d15,NE,i0,39.0
-13,-1.0,1028.0,13.86,0,a2,b11,c0,d14,SE,i0,90.0
12,18.0,1019.0,0.89,0,a4,b8,c13,d20,NE,i0,23.0
-8,-3.0,1024.0,0.89,0,a3,b1,c11,d23,cv,i0,190.0
-19,-4.0,1027.0,8.05,0,a0,b1,c4,d1,NE,i0,54.0
-4,12.0,1021.0,1.79,0,a4,b2,c18,d17,SE,i0,44.0
-17,9.0,1030.0,53.63,0,a3,b10,c8,d22,NW,i0,8.0
9,13.0,1004.0,6.71,0,a2,b3,c21,d5,SE,i0,115.0
14,24.0,1013.0,1.79,0,a0,b9,c5,d13,SE,i0,217.0
-22,5.0,1027.0,3.13,0,a4,b2,c4,d21,NW,i0,49.0
14,27.0,1008.0,2.68,0,a4,b8,c19,d16,cv,i0,95.0
-20,-7.0,1033.0,388.48,0,a4,b11,c0,d23,NW,i0,8.0
