year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
a2,b6,c25,d9,25,25.0,1004.0,SE,5.81,i0,0,77.0
a2,b6,c25,d10,24,25.0,1004.0,SE,8.94,i0,0,70.0
a2,b6,c25,d11,24,26.0,1004.0,SE,12.07,i0,0,61.0
a2,b6,c25,d12,25,27.0,1004.0,SE,16.09,i0,0,46.0
a2,b6,c25,d13,24,26.0,1004.0,SE,20.11,i0,0,61.0
a2,b6,c25,d14,24,25.0,1004.0,SE,23.24,i0,1,40.0
a2,b6,c25,d15,25,26.0,1003.0,SE,27.26,i0,0,29.0
a2,b6,c25,d16,24,26.0,1004.0,SE,29.05,i0,0,30.0
a2,b6,c25,d17,24,25.0,1004.0,SE,30.84,i0,0,46.0
a2,b6,c25,d18,24,26.0,1002.0,SE,33.97,i0,0,48.0
a2,b6,c25,d19,24,26.0,1003.0,SE,35.76,i0,0,49.0
a2,b6,c25,d20,24,25.0,1005.0,SE,38.89,i0,0,48.0
a2,b6,c25,d21,24,25.0,1004.0,cv,0.89,i0,0,39.0
a2,b6,c25,d22,24,25.0,1004.0,SE,1.79,i0,0,51.0
a2,b6,c25,d23,23,25.0,1005.0,SE,3.58,i0,0,56.0
a2,b6,c26,d1,24,25.0,1005.0,SE,6.26,i0,0,63.0
a2,b6,c26,d2,23,25.0,1005.0,cv,0.89,i0,0,53.0
a2,b6,c26,d3,24,24.0,1005.0,SE,0.89,i0,0,59.0
a2,b6,c26,d4,24,25.0,1005.0,cv,0.89,i0,0,54.0
a2,b6,c26,d5,24,25.0,1005.0,NE,0.89,i0,0,82.0
a2,b6,c26,d6,24,25.0,1005.0,NE,1.78,i0,0,79.0
a2,b6,c26,d7,24,25.0,1005.0,NE,3.57,i0,0,77.0
a2,b6,c26,d8,24,26.0,1006.0,cv,0.89,i0,0,80.0
a2,b6,c26,d9,24,27.0,1006.0,cv,1.78,i0,0,86.0
a2,b6,c26,d10,24,27.0,1006.0,SE,1.79,i0,0,101.0
a2,b6,c26,d11,25,26.0,1006.0,cv,0.89,i0,0,99.0
a2,b6,c26,d12,25,26.0,1006.0,cv,2.68,i0,0,91.0
a2,b6,c26,d13,25,27.0,1006.0,cv,3.57,i0,0,94.0
a2,b6,c26,d14,25,28.0,1006.0,cv,4.46,i0,0,99.0
a2,b6,c26,d15,25,28.0,1006.0,NE,1.79,i0,0,89.0
a2,b6,c26,d16,26,28.0,1005.0,NE,3.58,i0,0,86.0
a2,b6,c26,d17,26,28.0,1005.0,NE,6.71,i0,0,90.0
a2,b6,c26,d18,26,28.0,1005.0,NE,8.5,i0,0,94.0
a2,b6,c26,d19,26,27.0,1005.0,SE,1.79,i0,0,93.0
a2,b6,c26,d20,25,27.0,1006.0,cv,0.89,i0,0,105.0
a2,b6,c26,d21,25,27.0,1006.0,SE,1.79,i0,0,108.0
a2,b6,c26,d22,25,26.0,1006.0,SE,3.58,i0,1,109.0
a2,b6,c26,d23,25,25.0,1006.0,NE,0.89,i0,2,37.0
a2,b6,c27,d0,25,26.0,1006.0,SE,1.79,i0,3,51.0
a2,b6,c27,d1,25,26.0,1005.0,SE,4.92,i0,0,83.0
a2,b6,c27,d3,25,25.0,1004.0,SE,1.79,i0,1,88.0
a2,b6,c27,d4,25,25.0,1003.0,SE,3.58,i0,0,89.0
a2,b6,c27,d5,24,25.0,1004.0,SE,6.71,i0,0,98.0
a2,b6,c27,d6,24,25.0,1004.0,SE,9.84,i0,0,96.0
a2,b6,c27,d7,24,25.0,1003.0,SE,13.86,i0,0,94.0
a2,b6,c27,d8,25,25.0,1003.0,SE,16.99,i0,0,116.0
a2,b6,c27,d9,25,25.0,1003.0,SE,18.78,i0,0,130.0
a2,b6,c27,d10,25,26.0,1003.0,SE,20.57,i0,0,126.0
a2,b6,c27,d11,26,28.0,1002.0,SE,23.7,i0,0,128.0
a2,b6,c27,d12,27,29.0,1001.0,SE,26.83,i0,0,111.0
a2,b6,c27,d13,26,30.0,1001.0,SE,31.75,i0,0,108.0
a2,b6,c27,d14,26,31.0,1000.0,SE,35.77,i0,0,103.0
a2,b6,c27,d15,26,31.0,1000.0,SE,41.58,i0,0,110.0
a2,b6,c27,d16,26,31.0,999.0,SE,46.5,i0,0,124.0
a2,b6,c29,d13,21,29.0,1005.0,SE,9.84,i0,0,35.0
a2,b6,c29,d14,22,29.0,1004.0,SE,11.63,i0,0,45.0
a2,b6,c29,d15,22,28.0,1004.0,cv,0.89,i0,0,48.0
a2,b6,c29,d16,24,26.0,1004.0,SE,1.79,i0,1,49.0
a2,b6,c29,d17,25,26.0,1004.0,cv,0.89,i0,0,49.0
a2,b6,c29,d18,24,26.0,1005.0,cv,1.78,i0,1,58.0
a2,b6,c29,d19,24,25.0,1005.0,NE,0.89,i0,2,80.0
a2,b6,c29,d20,24,25.0,1006.0,cv,0.45,i0,3,76.0
a2,b6,c29,d21,22,23.0,1007.0,cv,1.34,i0,4,66.0
a2,b6,c29,d22,22,23.0,1007.0,NW,1.79,i0,5,67.0
a2,b6,c29,d23,22,22.0,1007.0,NW,4.92,i0,6,47.0
a2,b6,c30,d0,22,22.0,1006.0,NW,6.71,i0,7,38.0
a2,b6,c30,d1,22,22.0,1005.0,NE,3.13,i0,8,38.0
a2,b6,c30,d2,20,20.0,1006.0,cv,0.89,i0,9,37.0
a2,b6,c30,d3,20,20.0,1006.0,cv,1.78,i0,10,35.0
a2,b6,c30,d4,20,21.0,1006.0,cv,2.67,i0,11,35.0
a2,b6,c30,d5,21,21.0,1005.0,cv,3.56,i0,0,39.0
a2,b6,c30,d6,21,21.0,1006.0,NW,3.13,i0,2,44.0
a2,b6,c30,d7,21,21.0,1007.0,NE,1.79,i0,4,29.0
a2,b6,c30,d8,21,21.0,1007.0,cv,0.89,i0,5,25.0
a2,b6,c30,d9,20,21.0,1007.0,NE,3.13,i0,6,21.0
a2,b6,c30,d10,20,21.0,1008.0,cv,0.89,i0,7,16.0
a2,b6,c30,d11,18,20.0,1007.0,SE,4.92,i0,8,17.0
a2,b6,c30,d12,19,19.0,1007.0,SE,8.05,i0,9,14.0
a2,b6,c30,d13,19,20.0,1007.0,NW,1.79,i0,10,17.0
a2,b6,c30,d14,20,20.0,1007.0,cv,0.89,i0,11,15.0
a2,b6,c30,d15,20,21.0,1006.0,NW,1.79,i0,12,22.0
a2,b6,c30,d16,20,21.0,1006.0,NW,4.92,i0,13,20.0
a2,b6,c30,d17,20,21.0,1006.0,NW,6.71,i0,14,24.0
a2,b6,c30,d18,20,21.0,1007.0,NW,9.84,i0,15,21.0
a2,b6,c30,d19,20,21.0,1007.0,NW,12.97,i0,16,22.0
a2,b6,c30,d20,21,21.0,1007.0,NW,16.1,i0,17,27.0
a2,b6,c30,d22,20,20.0,1008.0,NW,22.36,i0,19,26.0
a2,b6,c30,d23,20,20.0,1008.0,NW,26.38,i0,20,22.0
a2,b7,c0,d0,20,20.0,1008.0,NW,30.4,i0,21,9.0
a2,b7,c0,d1,20,20.0,1008.0,NW,33.53,i0,22,14.0
a2,b7,c0,d2,20,20.0,1007.0,NW,36.66,i0,23,9.0
a2,b7,c0,d3,20,20.0,1007.0,NW,38.45,i0,0,9.0
a2,b7,c0,d4,20,20.0,1007.0,NW,40.24,i0,0,17.0
a2,b7,c0,d5,20,20.0,1007.0,cv,0.89,i0,1,11.0
a2,b7,c0,d6,20,20.0,1007.0,NW,0.89,i0,2,14.0
a2,b7,c0,d7,20,20.0,1008.0,NW,4.91,i0,3,17.0
a2,b7,c0,d8,20,20.0,1008.0,NW,9.83,i0,4,22.0
a2,b7,c0,d9,20,20.0,1008.0,NE,4.92,i0,5,18.0
a2,b7,c0,d10,20,20.0,1008.0,NE,10.73,i0,6,8.0
a2,b7,c0,d11,20,20.0,1008.0,NW,4.92,i0,7,8.0
a2,b7,c0,d12,20,21.0,1008.0,NW,10.73,i0,8,16.0
a2,b7,c0,d13,21,21.0,1008.0,NE,4.92,i0,9,19.0
a2,b7,c0,d14,20,22.0,1007.0,NW,4.92,i0,10,13.0
a2,b7,c0,d15,20,22.0,1007.0,NE,4.92,i0,11,10.0
a2,b7,c0,d16,20,22.0,1006.0,NW,4.92,i0,12,6.0
a2,b7,c0,d17,20,23.0,1006.0,NE,4.92,i0,13,7.0
a2,b7,c0,d18,20,23.0,1006.0,NW,5.81,i0,14,9.0
a2,b7,c0,d19,20,22.0,1006.0,NW,10.73,i0,0,13.0
a2,b7,c0,d20,20,23.0,1007.0,NW,14.75,i0,0,9.0
a2,b7,c0,d21,20,22.0,1007.0,NW,17.88,i0,0,16.0
a2,b7,c0,d22,21,22.0,1007.0,NW,21.01,i0,0,17.0
a2,b7,c0,d23,20,21.0,1007.0,NE,1.79,i0,0,11.0
a2,b7,c1,d0,19,20.0,1007.0,NW,1.79,i0,0,18.0
a2,b7,c1,d1,19,20.0,1007.0,NW,4.92,i0,0,16.0
a2,b7,c1,d2,19,20.0,1007.0,NW,8.05,i0,0,13.0
a2,b7,c1,d3,19,20.0,1007.0,NE,3.13,i0,0,18.0
a2,b7,c1,d4,19,21.0,1007.0,NE,7.15,i0,0,11.0
a2,b7,c1,d5,19,20.0,1007.0,NW,1.79,i0,0,16.0
a2,b7,c1,d6,19,20.0,1007.0,NW,3.58,i0,0,15.0
a2,b7,c1,d7,20,23.0,1008.0,NW,7.6,i0,0,15.0
a2,b7,c1,d8,21,25.0,1008.0,NW,11.62,i0,0,9.0
a2,b7,c1,d9,21,27.0,1008.0,NW,15.64,i0,0,14.0
a2,b7,c1,d10,20,27.0,1009.0,NE,3.13,i0,0,10.0
a2,b7,c1,d11,20,28.0,1008.0,NW,3.13,i0,0,16.0
a2,b7,c1,d12,20,29.0,1008.0,cv,0.89,i0,0,14.0
a2,b7,c1,d13,21,30.0,1007.0,NE,1.79,i0,0,9.0
a2,b7,c1,d14,21,30.0,1007.0,SE,1.79,i0,0,17.0
a2,b7,c1,d15,20,30.0,1007.0,SE,3.58,i0,0,15.0
a2,b7,c1,d16,21,31.0,1007.0,SE,5.37,i0,0,17.0
a2,b7,c1,d17,21,30.0,1006.0,SE,8.5,i0,0,21.0
a2,b7,c1,d18,22,29.0,1006.0,SE,11.63,i0,0,18.0
a2,b7,c1,d19,22,27.0,1007.0,SE,13.42,i0,0,22.0
a2,b7,c1,d20,23,26.0,1008.0,cv,0.89,i0,0,30.0
a2,b7,c1,d21,23,24.0,1009.0,SE,0.89,i0,0,33.0
a2,b7,c1,d22,23,24.0,1009.0,SE,2.68,i0,0,33.0
a2,b7,c1,d23,23,25.0,1009.0,SE,4.47,i0,0,55.0
a2,b7,c2,d0,23,25.0,1009.0,SE,7.6,i0,0,69.0
a2,b7,c2,d1,23,24.0,1009.0,SE,10.73,i0,0,77.0
a2,b7,c2,d2,23,24.0,1009.0,SE,12.52,i0,0,64.0
a2,b7,c2,d3,23,23.0,1009.0,cv,0.45,i0,0,61.0
a2,b7,c2,d4,23,23.0,1009.0,cv,0.9,i0,0,50.0
a2,b7,c2,d5,23,23.0,1009.0,NE,0.89,i0,0,48.0
a2,b7,c2,d6,23,23.0,1009.0,NE,2.68,i0,0,54.0
a2,b7,c2,d7,23,24.0,1009.0,cv,0.89,i0,0,60.0
a2,b7,c2,d8,24,25.0,1009.0,NW,1.79,i0,0,77.0
a2,b7,c2,d9,24,27.0,1008.0,NW,3.58,i0,0,93.0
a2,b7,c2,d10,24,28.0,1008.0,NE,1.79,i0,0,74.0
a2,b7,c2,d11,24,29.0,1008.0,NE,3.58,i0,0,76.0
a2,b7,c2,d12,23,29.0,1008.0,SE,3.13,i0,0,81.0
a2,b7,c2,d13,23,30.0,1007.0,SE,4.92,i0,0,54.0
a2,b7,c2,d14,23,31.0,1006.0,SE,8.05,i0,0,38.0
a2,b7,c2,d15,24,30.0,1006.0,SE,11.18,i0,0,42.0
a2,b7,c2,d17,23,29.0,1005.0,SE,16.1,i0,0,50.0
a2,b7,c2,d18,24,29.0,1005.0,SE,17.89,i0,0,51.0
a2,b7,c2,d19,23,28.0,1005.0,SE,21.91,i0,0,51.0
a2,b7,c2,d20,23,27.0,1006.0,SE,25.93,i0,0,49.0
a2,b7,c2,d21,23,26.0,1007.0,SE,27.72,i0,0,33.0
a2,b7,c2,d22,23,25.0,1007.0,SE,31.74,i0,0,31.0
a2,b7,c2,d23,22,24.0,1007.0,SE,33.53,i0,0,31.0
a2,b7,c3,d0,22,24.0,1007.0,SE,35.32,i0,0,28.0
a2,b7,c3,d1,22,25.0,1006.0,cv,0.89,i0,0,23.0
a2,b7,c3,d2,22,24.0,1006.0,NW,3.13,i0,0,30.0
a2,b7,c3,d3,23,24.0,1005.0,NW,6.26,i0,0,28.0
a2,b7,c3,d4,22,24.0,1005.0,NW,9.39,i0,0,29.0
a2,b7,c3,d5,22,23.0,1006.0,NE,1.79,i0,0,39.0
a2,b7,c3,d6,22,23.0,1006.0,NW,1.79,i0,0,36.0
a2,b7,c3,d7,23,26.0,1006.0,NW,4.92,i0,0,36.0
a2,b7,c3,d8,22,28.0,1007.0,NW,8.94,i0,0,30.0
a2,b7,c3,d9,21,29.0,1007.0,NE,3.13,i0,0,19.0
a2,b7,c3,d10,22,30.0,1007.0,NE,8.05,i0,0,16.0
a2,b7,c3,d11,21,31.0,1007.0,NE,12.07,i0,0,18.0
a2,b7,c3,d12,20,31.0,1008.0,NE,15.2,i0,0,18.0
a2,b7,c3,d13,22,32.0,1007.0,NE,16.99,i0,0,17.0
a2,b7,c3,d14,22,32.0,1007.0,SE,3.13,i0,0,6.0
a2,b7,c3,d15,22,31.0,1007.0,SE,6.26,i0,0,22.0
a2,b7,c3,d16,23,31.0,1008.0,SE,9.39,i0,0,15.0
a2,b7,c3,d17,23,31.0,1008.0,SE,12.52,i0,0,24.0
a2,b7,c3,d18,22,30.0,1008.0,SE,16.54,i0,0,20.0
a2,b7,c3,d19,22,29.0,1009.0,SE,19.67,i0,0,24.0
a2,b7,c3,d20,22,28.0,1009.0,SE,21.46,i0,0,31.0
a2,b7,c3,d21,22,28.0,1010.0,SE,24.59,i0,0,25.0
a2,b7,c3,d22,23,27.0,1010.0,SE,27.72,i0,0,44.0
a2,b7,c3,d23,24,26.0,1011.0,SE,29.51,i0,0,29.0
a2,b7,c4,d0,24,26.0,1011.0,cv,0.89,i0,0,32.0
a2,b7,c4,d1,24,25.0,1011.0,SE,0.89,i0,0,43.0
a2,b7,c4,d2,24,24.0,1011.0,SE,2.68,i0,0,54.0
a2,b7,c4,d3,23,24.0,1011.0,cv,0.45,i0,0,46.0
a2,b7,c4,d4,23,24.0,1011.0,SE,1.79,i0,0,47.0
a2,b7,c4,d5,24,24.0,1011.0,SE,2.68,i0,0,44.0
a2,b7,c4,d6,24,24.0,1011.0,SE,3.57,i0,0,52.0
a2,b7,c4,d7,24,25.0,1011.0,SE,4.46,i0,0,53.0
a2,b7,c4,d8,25,26.0,1011.0,NE,1.79,i0,0,49.0
a2,b7,c4,d9,24,28.0,1012.0,NW,1.79,i0,0,51.0
a2,b7,c4,d10,23,29.0,1012.0,NW,3.58,i0,0,56.0
a2,b7,c4,d11,22,31.0,1012.0,cv,1.79,i0,0,53.0
a2,b7,c4,d12,23,30.0,1011.0,NE,1.79,i0,0,28.0
a2,b7,c4,d13,23,31.0,1011.0,SE,3.13,i0,0,22.0
a2,b7,c4,d14,22,32.0,1010.0,SE,4.92,i0,0,29.0
a2,b7,c4,d15,21,31.0,1010.0,SE,8.05,i0,0,39.0
a2,b7,c4,d16,22,31.0,1010.0,SE,11.18,i0,0,29.0
a2,b7,c4,d17,22,31.0,1010.0,SE,14.31,i0,0,23.0
a2,b7,c4,d18,22,30.0,1010.0,SE,17.44,i0,0,24.0
a2,b7,c4,d19,22,28.0,1010.0,SE,20.57,i0,0,53.0
a2,b7,c4,d20,23,27.0,1010.0,SE,22.36,i0,0,69.0
a2,b7,c4,d21,23,28.0,1010.0,SE,25.49,i0,0,69.0
a2,b7,c4,d22,23,27.0,1011.0,SE,28.62,i0,0,84.0
a2,b7,c4,d23,23,27.0,1011.0,SE,30.41,i0,0,79.0
a2,b7,c5,d0,23,26.0,1011.0,SE,31.3,i0,0,73.0
a2,b7,c5,d1,24,25.0,1010.0,cv,0.89,i0,0,67.0
a2,b7,c5,d2,24,26.0,1010.0,cv,1.78,i0,0,74.0
a2,b7,c5,d3,24,25.0,1010.0,cv,2.67,i0,0,82.0
a2,b7,c5,d4,24,25.0,1010.0,NW,0.89,i0,0,83.0
a2,b7,c5,d5,24,24.0,1010.0,NW,2.68,i0,0,95.0
a2,b7,c5,d6,24,24.0,1010.0,cv,0.89,i0,0,95.0
a2,b7,c5,d7,25,26.0,1010.0,NW,1.79,i0,0,82.0
a2,b7,c5,d8,25,28.0,1010.0,cv,0.89,i0,0,85.0
a2,b7,c5,d9,25,30.0,1010.0,NE,1.79,i0,0,81.0
a2,b7,c5,d10,25,31.0,1010.0,NW,1.79,i0,0,78.0
a2,b7,c5,d11,23,32.0,1010.0,cv,0.89,i0,0,73.0
a2,b7,c5,d12,23,32.0,1009.0,SE,1.79,i0,0,61.0
a2,b7,c5,d13,24,31.0,1009.0,SE,5.81,i0,0,63.0
a2,b7,c5,d14,24,31.0,1008.0,SE,8.94,i0,0,55.0
a2,b7,c5,d15,23,31.0,1008.0,SE,12.07,i0,0,50.0
a2,b7,c5,d16,23,32.0,1007.0,SE,15.2,i0,0,46.0
a2,b7,c5,d17,24,31.0,1007.0,SE,18.33,i0,0,46.0
a2,b7,c5,d18,23,30.0,1007.0,SE,21.46,i0,0,47.0
a2,b7,c5,d19,23,29.0,1007.0,SE,23.25,i0,0,44.0
a2,b7,c5,d20,23,28.0,1007.0,SE,25.04,i0,0,37.0
a2,b7,c5,d21,24,28.0,1008.0,SE,26.83,i0,0,44.0
a2,b7,c5,d22,24,27.0,1008.0,SE,28.62,i0,0,38.0
a2,b7,c5,d23,24,27.0,1008.0,SE,30.41,i0,0,45.0
a2,b7,c6,d0,23,27.0,1008.0,SE,32.2,i0,0,57.0
a2,b7,c6,d1,24,26.0,1008.0,cv,0.89,i0,0,52.0
a2,b7,c6,d2,24,25.0,1008.0,SE,0.89,i0,0,59.0
a2,b7,c6,d3,24,24.0,1007.0,SE,1.78,i0,0,67.0
a2,b7,c6,d4,24,24.0,1007.0,NE,0.89,i0,0,67.0
a2,b7,c6,d5,23,24.0,1007.0,SE,0.89,i0,0,75.0
a2,b7,c6,d6,24,24.0,1008.0,cv,0.89,i0,0,73.0
a2,b7,c6,d7,25,26.0,1008.0,cv,1.78,i0,0,79.0
a2,b7,c6,d8,25,28.0,1008.0,cv,2.67,i0,0,74.0
a2,b7,c6,d9,24,29.0,1008.0,cv,4.46,i0,0,67.0
a2,b7,c6,d10,25,30.0,1008.0,SE,1.79,i0,0,56.0
a2,b7,c6,d11,24,31.0,1007.0,SE,3.58,i0,0,66.0
a2,b7,c6,d12,24,30.0,1007.0,SE,6.71,i0,0,63.0
a2,b7,c6,d13,24,31.0,1006.0,cv,3.13,i0,0,67.0
a2,b7,c6,d14,24,31.0,1006.0,SE,4.02,i0,0,63.0
a2,b7,c6,d15,24,31.0,1006.0,SE,8.04,i0,0,58.0
a2,b7,c6,d16,25,31.0,1005.0,SE,12.06,i0,0,57.0
a2,b7,c6,d17,25,31.0,1005.0,SE,15.19,i0,0,55.0
a2,b7,c6,d18,25,30.0,1005.0,SE,19.21,i0,0,61.0
a2,b7,c6,d19,25,29.0,1005.0,SE,21.0,i0,0,68.0
a2,b7,c6,d20,24,28.0,1005.0,SE,22.79,i0,0,73.0
a2,b7,c6,d21,24,28.0,1006.0,SE,24.58,i0,0,85.0
a2,b7,c6,d22,25,28.0,1006.0,cv,0.89,i0,0,79.0
a2,b7,c6,d23,25,27.0,1006.0,SE,1.79,i0,0,89.0
a2,b7,c7,d0,25,27.0,1005.0,SE,4.92,i0,0,89.0
a2,b7,c7,d1,25,27.0,1005.0,SE,6.71,i0,0,88.0
a2,b7,c7,d2,25,27.0,1005.0,SE,8.5,i0,0,101.0
a2,b7,c7,d3,25,27.0,1004.0,SE,10.29,i0,0,106.0
a2,b7,c7,d4,25,27.0,1004.0,SE,12.08,i0,0,119.0
a2,b7,c7,d5,25,26.0,1005.0,SE,13.87,i0,0,116.0
a2,b7,c7,d6,25,26.0,1005.0,cv,0.89,i0,0,127.0
a2,b7,c7,d7,25,26.0,1005.0,SE,0.89,i0,1,136.0
a2,b7,c7,d8,25,26.0,1006.0,cv,0.89,i0,2,120.0
a2,b7,c7,d9,26,28.0,1005.0,cv,1.78,i0,0,109.0
a2,b7,c7,d10,26,28.0,1006.0,cv,2.67,i0,0,106.0
a2,b7,c7,d11,26,30.0,1005.0,cv,3.56,i0,0,84.0
a2,b7,c7,d12,26,31.0,1005.0,cv,4.45,i0,0,75.0
a2,b7,c7,d13,26,31.0,1005.0,NE,0.89,i0,0,80.0
a2,b7,c7,d14,26,31.0,1005.0,NE,2.68,i0,0,76.0
a2,b7,c7,d15,27,32.0,1004.0,NW,3.13,i0,0,79.0
a2,b7,c7,d16,26,31.0,1004.0,NE,4.02,i0,0,33.0
a2,b7,c7,d17,20,29.0,1004.0,NE,4.91,i0,0,25.0
a2,b7,c7,d18,22,29.0,1005.0,cv,0.89,i0,0,25.0
a2,b7,c7,d19,24,28.0,1005.0,NE,0.89,i0,0,29.0
a2,b7,c7,d20,23,27.0,1005.0,NW,1.79,i0,0,28.0
a2,b7,c7,d21,23,26.0,1006.0,cv,0.45,i0,0,35.0
a2,b7,c7,d22,24,26.0,1006.0,cv,0.9,i0,0,37.0
a2,b7,c7,d23,24,26.0,1006.0,NW,1.79,i0,0,33.0
a2,b7,c8,d0,24,24.0,1006.0,NW,4.92,i0,0,31.0
a2,b7,c8,d1,23,24.0,1006.0,cv,0.89,i0,0,43.0
a2,b7,c8,d2,21,23.0,1006.0,NW,1.79,i0,0,37.0
a2,b7,c8,d3,21,22.0,1006.0,NW,5.81,i0,0,21.0
a2,b7,c8,d4,21,22.0,1006.0,cv,0.89,i0,0,15.0
a2,b7,c8,d5,20,21.0,1007.0,cv,1.78,i0,0,10.0
a2,b7,c8,d6,21,22.0,1007.0,NW,1.79,i0,0,21.0
a2,b7,c8,d7,23,25.0,1008.0,NW,3.58,i0,0,23.0
a2,b7,c8,d8,23,27.0,1008.0,cv,0.89,i0,0,40.0
a2,b7,c8,d9,24,29.0,1008.0,cv,1.78,i0,0,46.0
a2,b7,c8,d10,23,29.0,1008.0,cv,2.67,i0,0,49.0
a2,b7,c8,d11,19,31.0,1008.0,cv,4.46,i0,0,52.0
a2,b7,c8,d12,19,32.0,1007.0,cv,5.35,i0,0,46.0
a2,b7,c8,d13,19,32.0,1007.0,cv,7.14,i0,0,45.0
a2,b7,c8,d14,21,34.0,1006.0,cv,8.93,i0,0,48.0
a2,b7,c8,d15,22,33.0,1006.0,SE,1.79,i0,0,52.0
a2,b7,c8,d16,21,32.0,1005.0,SE,5.81,i0,0,56.0
a2,b7,c8,d17,21,32.0,1005.0,SE,9.83,i0,0,57.0
a2,b7,c8,d18,20,31.0,1005.0,SE,12.96,i0,0,39.0
a2,b7,c8,d19,21,29.0,1006.0,SE,14.75,i0,0,32.0
a2,b7,c8,d20,21,28.0,1006.0,SE,16.54,i0,0,38.0
a2,b7,c8,d21,22,27.0,1007.0,SE,18.33,i0,0,38.0
a2,b7,c8,d22,21,27.0,1007.0,SE,21.46,i0,0,34.0
a2,b7,c8,d23,22,25.0,1007.0,cv,0.89,i0,0,41.0
a2,b7,c9,d0,23,25.0,1008.0,SE,0.89,i0,0,37.0
a2,b7,c9,d1,23,24.0,1007.0,SE,2.68,i0,0,43.0
a2,b7,c9,d2,23,24.0,1007.0,SE,4.47,i0,0,53.0
a2,b7,c9,d3,23,24.0,1007.0,cv,0.89,i0,0,57.0
a2,b7,c9,d4,23,23.0,1007.0,cv,1.78,i0,0,72.0
a2,b7,c9,d5,23,23.0,1007.0,NE,1.79,i0,0,85.0
a2,b7,c9,d6,23,23.0,1007.0,NE,2.68,i0,0,89.0
a2,b7,c9,d7,24,24.0,1008.0,cv,0.89,i0,0,94.0
a2,b7,c9,d8,24,26.0,1008.0,cv,1.78,i0,0,100.0
a2,b7,c9,d9,24,28.0,1008.0,cv,2.67,i0,0,116.0
a2,b7,c9,d10,23,29.0,1007.0,cv,3.56,i0,0,120.0
a2,b7,c9,d11,24,31.0,1007.0,SE,1.79,i0,0,108.0
a2,b7,c9,d12,21,31.0,1006.0,cv,0.89,i0,0,89.0
a2,b7,c9,d13,21,32.0,1006.0,SE,1.79,i0,0,70.0
a2,b7,c9,d14,20,32.0,1006.0,SE,4.92,i0,0,55.0
a2,b7,c9,d15,20,31.0,1005.0,SE,8.05,i0,0,55.0
a2,b7,c9,d16,20,31.0,1005.0,SE,11.18,i0,0,58.0
a2,b7,c9,d17,20,31.0,1005.0,SE,12.97,i0,0,52.0
a2,b7,c9,d18,20,30.0,1005.0,SE,16.1,i0,0,60.0
a2,b7,c9,d19,21,29.0,1005.0,SE,17.89,i0,0,72.0
a2,b7,c9,d20,22,27.0,1006.0,SE,19.68,i0,0,97.0
a2,b7,c9,d21,19,27.0,1006.0,SE,22.81,i0,0,97.0
a2,b7,c9,d22,19,26.0,1006.0,SE,25.94,i0,0,94.0
a2,b7,c9,d23,20,25.0,1006.0,SE,27.73,i0,0,76.0
a2,b7,c10,d0,22,24.0,1006.0,cv,0.89,i0,0,85.0
a2,b7,c10,d1,22,24.0,1006.0,SE,1.79,i0,0,93.0
a2,b7,c10,d2,22,24.0,1006.0,SE,3.58,i0,0,89.0
a2,b7,c10,d3,22,24.0,1005.0,SE,5.37,i0,0,105.0
a2,b7,c10,d4,22,23.0,1006.0,NE,0.89,i0,0,108.0
a2,b7,c10,d5,22,23.0,1006.0,SE,1.79,i0,0,114.0
a2,b7,c10,d6,22,23.0,1006.0,SE,3.58,i0,0,116.0
a2,b7,c10,d7,22,24.0,1006.0,NE,1.79,i0,0,118.0
a2,b7,c10,d8,22,25.0,1007.0,SE,1.79,i0,0,112.0
a2,b7,c10,d9,22,25.0,1006.0,SE,3.58,i0,0,124.0
a2,b7,c10,d10,23,27.0,1006.0,SE,6.71,i0,0,136.0
a2,b7,c10,d11,23,27.0,1006.0,cv,0.89,i0,0,137.0
a2,b7,c10,d12,20,28.0,1006.0,cv,1.78,i0,0,138.0
a2,b7,c10,d13,21,28.0,1005.0,SE,1.79,i0,0,127.0
a2,b7,c10,d14,22,27.0,1005.0,cv,0.89,i0,1,88.0
a2,b7,c10,d15,21,27.0,1005.0,cv,1.78,i0,2,79.0
a2,b7,c10,d16,21,27.0,1006.0,cv,2.67,i0,3,67.0
a2,b7,c12,d11,16,28.0,1010.0,NE,3.13,i0,0,13.0
a2,b7,c12,d12,13,29.0,1010.0,NE,6.26,i0,0,13.0
a2,b7,c12,d13,12,29.0,1009.0,NE,8.05,i0,0,13.0
a2,b7,c12,d14,12,29.0,1008.0,SE,1.79,i0,0,14.0
a2,b7,c12,d15,14,29.0,1008.0,SE,3.58,i0,0,14.0
a2,b7,c12,d16,14,29.0,1008.0,SE,6.71,i0,0,15.0
a2,b7,c12,d17,14,28.0,1008.0,SE,8.5,i0,0,21.0
a2,b7,c12,d18,16,27.0,1008.0,SE,12.52,i0,0,26.0
a2,b7,c12,d19,16,26.0,1008.0,SE,15.65,i0,0,32.0
a2,b7,c12,d20,18,22.0,1009.0,cv,0.89,i0,0,33.0
a2,b7,c12,d21,18,21.0,1009.0,SE,1.79,i0,0,38.0
a2,b7,c12,d22,19,22.0,1009.0,SE,3.58,i0,0,46.0
a2,b7,c12,d23,19,20.0,1009.0,SE,4.47,i0,0,47.0
