laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit
a0,14,c2,d0,3973,f0,g0,h0,i2,j0,k3,l3,22,n2,o2,p0,q2,r1,s0,t1,u1
a1,60,c3,d3,7418,f4,g2,h0,i2,j0,k0,l0,27,n2,o1,p0,q1,r1,s0,t1,u1
a1,20,c3,d9,2629,f0,g2,h1,i2,j0,k2,l2,29,n0,o1,p1,q2,r1,s1,t1,u1
a1,18,c2,d8,1941,f3,g2,h3,i2,j0,k1,l1,35,n2,o1,p0,q1,r1,s1,t1,u1
a1,24,c3,d2,2333,f4,g1,h3,i2,j0,k1,l1,29,n0,o1,p0,q1,r1,s0,t1,u1
a3,12,c2,d1,2445,f4,g1,h1,i3,j0,k3,l2,26,n2,o0,p0,q2,r1,s1,t1,u1
a1,20,c2,d1,6468,f4,g0,h0,i0,j0,k3,l0,60,n2,o1,p0,q3,r1,s1,t1,u1
a1,18,c4,d2,7374,f0,g0,h3,i2,j0,k3,l1,40,n1,o1,p1,q3,r1,s1,t1,u1
a3,15,c2,d1,3812,f1,g1,h0,i1,j0,k3,l2,23,n2,o1,p0,q2,r1,s1,t1,u1
a0,28,c2,d0,4006,f0,g2,h2,i2,j0,k1,l2,45,n2,o1,p0,q1,r1,s0,t1,u0
a1,12,c2,d0,7472,f4,g0,h0,i1,j0,k1,l0,24,n2,o0,p0,q0,r1,s0,t1,u1
a2,12,c2,d2,1424,f4,g4,h2,i1,j0,k3,l0,55,n2,o1,p0,q3,r1,s1,t1,u1
a1,12,c2,d1,2028,f4,g2,h3,i2,j0,k1,l2,30,n2,o1,p0,q2,r1,s0,t1,u1
a3,15,c2,d0,5324,f2,g4,h0,i1,j0,k3,l3,35,n2,o2,p0,q2,r1,s0,t1,u1
a1,36,c2,d3,2323,f0,g3,h3,i2,j0,k3,l2,24,n2,o0,p0,q2,r1,s0,t1,u1
a3,12,c2,d6,1393,f0,g4,h3,i2,j0,k3,l1,47,n0,o1,p2,q2,r0,s1,t1,u1
a3,18,c2,d2,1984,f0,g2,h3,i2,j0,k3,l3,47,n0,o2,p1,q2,r1,s0,t1,u1
a3,24,c2,d3,999,f4,g4,h3,i2,j0,k1,l2,25,n2,o1,p1,q2,r1,s0,t1,u1
a3,36,c2,d8,7409,f4,g4,h2,i2,j0,k1,l1,37,n2,o1,p1,q2,r1,s0,t1,u1
a3,15,c2,d2,2186,f4,g3,h0,i1,j0,k3,l0,33,n0,o0,p0,q1,r1,s0,t1,u1
a2,36,c2,d3,4473,f0,g4,h3,i2,j0,k1,l2,31,n2,o1,p0,q2,r1,s0,t1,u1
a3,24,c2,d7,937,f0,g1,h3,i3,j0,k2,l2,27,n2,o1,p1,q1,r1,s0,t1,u1
a3,18,c2,d2,3422,f0,g4,h3,i2,j0,k3,l1,47,n0,o1,p2,q2,r0,s1,t1,u1
a3,24,c2,d3,3105,f4,g1,h3,i2,j0,k1,l2,25,n2,o1,p1,q2,r1,s0,t1,u1
a3,12,c4,d6,2748,f0,g4,h1,i1,j0,k3,l3,57,n0,o2,p2,q1,r1,s0,t1,u1
a1,18,c2,d5,3872,f0,g0,h1,i1,j0,k3,l2,67,n2,o1,p0,q2,r1,s1,t1,u1
a3,27,c2,d5,5190,f4,g4,h3,i2,j0,k3,l1,48,n2,o1,p3,q2,r0,s1,t1,u1
a1,18,c2,d2,3001,f0,g3,h1,i1,j0,k3,l0,40,n2,o0,p0,q2,r1,s0,t1,u1
a3,24,c3,d8,3863,f0,g2,h0,i2,j0,k1,l3,32,n2,o2,p0,q2,r1,s0,t1,u1
a3,12,c4,d2,5801,f4,g4,h1,i2,j0,k3,l1,49,n2,o0,p0,q2,r1,s1,t0,u1
a3,12,c4,d2,1592,f3,g3,h2,i1,j0,k1,l1,35,n2,o1,p0,q2,r1,s0,t1,u1
a3,12,c4,d8,1185,f0,g2,h2,i1,j0,k1,l0,27,n2,o1,p1,q2,r1,s0,t1,u1
a3,18,c4,d2,3780,f0,g1,h2,i0,j0,k1,l2,35,n2,o1,p1,q3,r1,s1,t1,u1
a1,18,c4,d2,3612,f0,g4,h2,i1,j0,k3,l1,37,n2,o1,p0,q2,r1,s1,t0,u1
a3,12,c2,d8,1076,f0,g2,h1,i3,j0,k1,l0,26,n2,o1,p0,q2,r1,s1,t1,u1
a3,12,c2,d0,3527,f4,g1,h1,i2,j0,k2,l1,45,n2,o1,p0,q3,r0,s1,t1,u1
a3,18,c2,d3,2051,f0,g1,h3,i2,j0,k0,l0,33,n2,o1,p0,q2,r1,s0,t1,u1
a3,12,c4,d2,3331,f0,g4,h1,i2,j0,k3,l1,42,n1,o1,p0,q2,r1,s0,t1,u1
a0,18,c0,d8,3104,f0,g3,h2,i2,j0,k0,l1,31,n0,o1,p0,q2,r1,s1,t1,u1
a3,24,c4,d3,2611,f0,g4,h3,i3,j1,k2,l0,46,n2,o1,p1,q2,r1,s0,t1,u1
a0,12,c4,d1,1409,f0,g4,h3,i2,j0,k2,l0,54,n2,o1,p0,q2,r1,s0,t1,u1
a3,24,c2,d3,1311,f1,g3,h3,i3,j0,k2,l1,26,n2,o1,p0,q2,r1,s1,t1,u1
a3,6,c2,d3,2108,f0,g3,h1,i3,j0,k1,l0,29,n2,o0,p0,q2,r1,s0,t1,u1
a3,24,c4,d1,4042,f4,g3,h2,i2,j0,k3,l1,43,n2,o1,p1,q2,r1,s1,t1,u1
a3,12,c4,d0,926,f0,g0,h0,i1,j0,k1,l1,38,n2,o1,p0,q0,r1,s0,t1,u1
a0,12,c2,d3,1680,f2,g4,h2,i3,j0,k0,l0,35,n2,o1,p0,q2,r1,s0,t1,u1
a3,24,c2,d0,1249,f0,g1,h3,i3,j0,k1,l0,28,n2,o1,p0,q2,r1,s0,t1,u1
a3,24,c4,d0,2463,f1,g3,h3,i3,j0,k2,l1,27,n2,o1,p1,q2,r1,s1,t1,u1
a3,6,c2,d3,1595,f0,g3,h2,i2,j0,k1,l1,51,n2,o1,p0,q2,r0,s0,t1,u1
a3,24,c4,d5,2058,f0,g2,h3,i0,j0,k1,l0,33,n2,o1,p1,q2,r1,s1,t1,u1
a3,24,c2,d1,7814,f0,g3,h2,i2,j0,k2,l2,38,n2,o1,p0,q3,r1,s1,t1,u1
a3,6,c4,d3,1740,f0,g4,h1,i3,j0,k1,l0,30,n2,o0,p1,q2,r1,s0,t1,u1
a3,12,c4,d3,1240,f4,g4,h3,i1,j0,k1,l0,38,n2,o1,p1,q2,r1,s1,t1,u1
a3,24,c4,d1,6842,f4,g2,h1,i2,j0,k3,l1,46,n2,o1,p1,q3,r0,s1,t1,u1
a3,24,c4,d2,5150,f0,g4,h3,i2,j0,k3,l2,33,n2,o1,p0,q2,r1,s1,t1,u1
a0,6,c2,d0,1203,f1,g4,h2,i2,j0,k1,l1,43,n2,o1,p0,q2,r1,s1,t1,u1
a3,6,c4,d0,2080,f2,g2,h0,i3,j0,k1,l2,24,n2,o1,p0,q2,r1,s0,t1,u1
a3,6,c2,d6,1538,f0,g1,h0,i1,j0,k1,l3,56,n2,o1,p0,q2,r1,s0,t1,u1
a1,24,c4,d0,3878,f1,g1,h3,i0,j0,k1,l2,37,n2,o1,p0,q2,r1,s1,t1,u1
a1,30,c2,d2,3832,f0,g1,h1,i3,j0,k0,l1,22,n2,o1,p0,q2,r1,s0,t1,u1
a3,15,c2,d0,3186,f3,g3,h1,i1,j0,k2,l2,20,n2,o0,p0,q2,r1,s0,t1,u1
a1,24,c2,d3,2896,f1,g1,h1,i2,j0,k0,l2,29,n2,o1,p0,q2,r1,s0,t1,u1
a1,24,c3,d8,6967,f1,g3,h3,i2,j0,k3,l2,36,n2,o0,p0,q3,r1,s1,t1,u1
a3,36,c2,d6,1819,f0,g2,h3,i2,j0,k3,l3,37,n1,o2,p0,q2,r1,s1,t1,u0
a3,24,c2,d3,5943,f4,g1,h0,i1,j0,k0,l2,44,n2,o1,p1,q2,r1,s1,t1,u0
a3,36,c4,d2,7127,f0,g1,h1,i1,j0,k3,l1,23,n2,o0,p1,q2,r1,s1,t1,u0
a3,36,c2,d2,3349,f0,g2,h3,i1,j0,k1,l2,28,n2,o1,p0,q3,r1,s1,t1,u0
a3,36,c2,d2,10974,f0,g0,h3,i1,j0,k1,l2,26,n2,o1,p1,q3,r1,s1,t1,u0
a3,6,c2,d3,518,f0,g2,h2,i1,j0,k0,l0,29,n2,o1,p0,q2,r1,s0,t1,u1
a3,18,c2,d3,1126,f4,g1,h3,i1,j0,k1,l0,21,n2,o0,p0,q2,r1,s1,t1,u1
a1,12,c4,d1,1860,f0,g0,h3,i2,j0,k1,l2,34,n2,o1,p1,q3,r1,s1,t1,u1
a3,36,c4,d3,9566,f0,g2,h1,i1,j0,k1,l2,31,n1,o1,p1,q2,r1,s0,t1,u1
a0,12,c2,d3,701,f0,g2,h3,i3,j0,k1,l0,40,n2,o1,p0,q1,r1,s0,t1,u1
a1,12,c2,d3,2930,f0,g3,h1,i1,j0,k0,l0,27,n2,o1,p0,q2,r1,s0,t1,u1
a3,18,c2,d3,1505,f0,g2,h3,i2,j0,k1,l3,32,n2,o2,p0,q3,r1,s1,t1,u1
a3,18,c4,d3,2238,f0,g2,h1,i1,j0,k0,l2,25,n2,o1,p1,q2,r1,s0,t1,u1
a3,4,c4,d3,1503,f0,g3,h1,i2,j0,k0,l0,42,n2,o1,p1,q1,r0,s0,t1,u1
a3,24,c4,d1,2197,f4,g3,h3,i2,j0,k3,l2,43,n2,o1,p1,q2,r0,s1,t1,u1
a2,12,c2,d3,1881,f0,g2,h1,i1,j0,k1,l2,44,n2,o0,p0,q1,r1,s1,t1,u1
a0,18,c4,d3,1880,f0,g3,h3,i3,j0,k0,l1,32,n2,o1,p1,q3,r1,s1,t1,u1
a0,18,c2,d3,2389,f0,g1,h3,i1,j0,k0,l2,27,n1,o1,p0,q2,r1,s0,t1,u1
a1,24,c2,d3,1967,f0,g4,h3,i1,j0,k3,l2,20,n2,o1,p0,q2,r1,s1,t1,u1
a3,4,c4,d0,3380,f0,g3,h0,i1,j0,k0,l0,37,n2,o1,p0,q2,r0,s0,t1,u1
a3,4,c4,d0,1455,f0,g3,h1,i2,j0,k0,l0,42,n2,o1,p2,q1,r0,s0,t1,u1
a3,7,c4,d3,730,f4,g4,h3,i2,j0,k1,l1,46,n2,o0,p1,q1,r1,s1,t1,u1
a1,18,c0,d2,3244,f0,g2,h0,i1,j0,k3,l2,33,n0,o1,p1,q2,r1,s1,t1,u1
a1,9,c2,d3,1670,f0,g1,h3,i1,j0,k1,l2,22,n2,o1,p0,q2,r1,s1,t1,u0
a1,48,c2,d3,3979,f4,g3,h3,i2,j0,k0,l2,41,n2,o1,p1,q2,r0,s1,t1,u1
a1,12,c2,d2,1922,f0,g2,h3,i2,j0,k1,l1,37,n2,o1,p0,q1,r1,s0,t1,u0
a1,18,c4,d2,1295,f0,g1,h3,i1,j0,k0,l1,27,n2,o1,p1,q2,r1,s0,t1,u1
a3,4,c4,d3,1544,f0,g3,h1,i2,j0,k0,l0,42,n2,o1,p2,q1,r0,s0,t1,u1
a1,8,c2,d8,907,f0,g1,h2,i3,j0,k1,l0,26,n2,o1,p0,q2,r1,s1,t1,u1
a1,30,c2,d3,1715,f4,g2,h3,i1,j0,k0,l2,26,n2,o1,p0,q2,r1,s0,t1,u1
a2,10,c4,d3,1347,f4,g3,h3,i2,j0,k1,l1,27,n2,o1,p1,q2,r1,s1,t1,u1
a1,12,c2,d0,1007,f3,g2,h3,i3,j0,k0,l0,22,n2,o1,p0,q2,r1,s0,t1,u1
a3,12,c4,d2,1402,f2,g3,h2,i1,j0,k3,l2,37,n2,o0,p0,q2,r1,s1,t1,u1
a1,12,c2,d0,2002,f0,g3,h2,i2,j0,k3,l1,30,n2,o0,p0,q2,r0,s1,t1,u1
a3,12,c4,d6,2096,f0,g3,h1,i2,j0,k2,l0,49,n2,o1,p0,q1,r0,s0,t1,u1
a3,12,c2,d0,1101,f0,g2,h2,i3,j0,k1,l0,27,n2,o1,p1,q2,r1,s1,t1,u1
a3,10,c2,d7,894,f4,g3,h3,i1,j0,k2,l1,40,n2,o1,p0,q2,r1,s1,t1,u1
a1,11,c2,d2,1577,f3,g1,h3,i1,j0,k0,l0,20,n2,o1,p0,q2,r1,s0,t1,u1
a3,33,c3,d8,2764,f0,g2,h1,i1,j0,k1,l2,26,n2,o1,p1,q2,r1,s1,t1,u1
a1,48,c0,d0,8358,f2,g1,h0,i1,j0,k0,l2,30,n2,o1,p1,q2,r1,s0,t1,u1
a2,12,c2,d2,1474,f0,g1,h3,i1,j0,k0,l1,33,n0,o1,p0,q3,r1,s1,t1,u1
a3,24,c2,d1,5433,f4,g0,h1,i1,j0,k3,l1,26,n2,o0,p0,q3,r1,s1,t1,u1
a1,14,c2,d8,1410,f2,g4,h0,i3,j0,k1,l0,35,n2,o1,p0,q2,r1,s1,t1,u1
a3,20,c4,d0,3485,f4,g1,h1,i0,j0,k3,l0,44,n2,o1,p1,q2,r1,s1,t1,u1
a3,18,c4,d1,3850,f0,g3,h2,i2,j0,k0,l2,27,n2,o1,p1,q2,r1,s0,t1,u1
a1,60,c2,d0,7408,f1,g1,h3,i1,j0,k1,l1,24,n2,o1,p0,q3,r1,s0,t1,u0
a2,24,c2,d3,1377,f1,g4,h3,i1,j0,k1,l3,47,n2,o2,p0,q2,r1,s1,t1,u1
a3,30,c3,d8,4272,f1,g2,h1,i2,j0,k1,l1,26,n2,o1,p1,q1,r1,s0,t1,u1
a1,24,c3,d3,1553,f1,g3,h2,i1,j0,k1,l1,23,n2,o0,p1,q2,r1,s1,t1,u1
a1,36,c3,d8,9857,f1,g3,h0,i2,j0,k2,l1,31,n2,o1,p1,q1,r0,s1,t1,u1
a3,6,c4,d0,362,f1,g2,h3,i1,j0,k3,l2,52,n2,o1,p1,q1,r1,s0,t1,u1
a3,12,c4,d2,1935,f0,g4,h3,i2,j0,k3,l0,43,n2,o1,p2,q2,r1,s1,t1,u1
a3,48,c2,d3,10222,f4,g3,h3,i2,j0,k2,l2,37,n1,o1,p0,q2,r1,s1,t1,u1
a2,12,c2,d0,1330,f0,g1,h3,i2,j0,k0,l0,26,n2,o1,p0,q2,r1,s0,t1,u1
a3,36,c2,d6,9055,f4,g2,h1,i2,j0,k3,l3,35,n2,o2,p0,q1,r0,s1,t1,u1
a1,26,c2,d1,7966,f0,g1,h1,i2,j0,k2,l2,30,n2,o1,p1,q2,r1,s0,t1,u1
a1,30,c1,d2,3496,f3,g2,h3,i2,j0,k1,l2,34,n1,o1,p0,q2,r0,s1,t1,u1
a1,36,c2,d1,6948,f0,g2,h1,i2,j0,k1,l2,35,n2,o0,p0,q3,r1,s1,t1,u1
a1,48,c0,d8,12204,f4,g2,h1,i2,j0,k1,l2,48,n0,o1,p0,q3,r1,s1,t1,u1
a0,36,c2,d2,3446,f0,g4,h3,i2,j0,k1,l2,42,n2,o1,p0,q2,r0,s0,t1,u0
a0,12,c2,d6,684,f0,g2,h3,i2,j0,k3,l2,40,n2,o0,p0,q1,r0,s0,t1,u0
a0,33,c4,d2,4281,f2,g2,h0,i1,j0,k3,l2,23,n2,o1,p1,q2,r1,s0,t1,u0
a0,42,c2,d3,7174,f4,g3,h3,i1,j0,k2,l2,30,n2,o1,p0,q3,r1,s1,t1,u0
a0,24,c1,d3,1546,f0,g3,h3,i2,j2,k3,l2,24,n0,o0,p0,q1,r1,s0,t1,u0
a0,24,c2,d2,2359,f1,g0,h0,i0,j0,k0,l1,33,n2,o1,p0,q2,r1,s0,t1,u0
a3,24,c2,d3,3621,f1,g4,h1,i2,j0,k3,l2,31,n2,o1,p1,q2,r1,s0,t1,u0
a0,12,c2,d4,741,f1,g0,h3,i1,j0,k2,l1,22,n2,o1,p0,q2,r1,s0,t1,u0
a0,12,c2,d2,7865,f0,g4,h3,i2,j0,k3,l3,53,n2,o2,p0,q3,r1,s1,t1,u0
a0,24,c2,d1,2910,f0,g3,h1,i2,j0,k0,l3,34,n2,o2,p0,q3,r1,s1,t1,u1
a0,18,c4,d0,5302,f0,g4,h1,i2,j0,k3,l3,36,n2,o2,p2,q3,r1,s1,t1,u1
a0,36,c2,d2,3620,f0,g2,h0,i2,j2,k1,l1,37,n2,o1,p0,q2,r0,s0,t1,u1
a0,18,c2,d3,3509,f0,g3,h3,i1,j2,k0,l0,25,n2,o1,p0,q2,r1,s0,t1,u1
a1,12,c2,d2,3017,f0,g1,h2,i1,j0,k0,l0,34,n2,o0,p0,q3,r1,s0,t1,u1
a0,12,c2,d2,1657,f0,g2,h1,i2,j0,k1,l0,27,n2,o1,p0,q2,r1,s0,t1,u1
a0,8,c4,d9,1164,f0,g4,h2,i2,j0,k3,l3,51,n0,o2,p1,q3,r0,s1,t1,u1
a0,36,c4,d2,6229,f0,g1,h3,i1,j1,k3,l3,23,n2,o0,p1,q1,r1,s1,t1,u0
a0,24,c1,d0,1193,f0,g0,h0,i1,j1,k3,l3,29,n2,o0,p1,q0,r1,s0,t1,u0
a0,30,c0,d2,4583,f0,g2,h1,i0,j2,k1,l0,32,n2,o1,p1,q2,r1,s0,t1,u1
a0,36,c4,d2,5371,f0,g2,h2,i2,j2,k1,l1,28,n2,o1,p1,q2,r1,s0,t1,u1
a0,12,c2,d2,708,f0,g2,h1,i2,j2,k2,l1,38,n2,o1,p0,q1,r0,s0,t1,u1
a0,21,c4,d0,571,f0,g4,h3,i2,j0,k3,l0,65,n2,o1,p1,q2,r1,s0,t1,u1
a0,30,c2,d3,2522,f0,g4,h0,i2,j2,k2,l1,39,n2,o1,p0,q2,r0,s0,t1,u1
a0,36,c2,d2,5179,f0,g3,h3,i2,j0,k1,l1,29,n2,o1,p0,q2,r1,s0,t1,u0
a0,36,c2,d1,8229,f0,g2,h1,i2,j0,k1,l1,26,n2,o1,p0,q2,r0,s0,t1,u0
a3,24,c4,d2,2028,f0,g3,h1,i2,j0,k1,l1,30,n2,o1,p1,q1,r1,s0,t1,u1
a0,6,c2,d0,1374,f4,g0,h3,i1,j0,k2,l1,75,n2,o1,p0,q3,r1,s1,t1,u1
a0,12,c2,d2,1289,f0,g2,h3,i2,j2,k0,l1,21,n2,o1,p0,q1,r1,s0,t1,u1
a0,36,c2,d2,2712,f0,g4,h1,i2,j0,k1,l1,41,n0,o1,p0,q2,r0,s0,t1,u0
a0,15,c4,d2,975,f0,g2,h1,i0,j0,k2,l1,25,n2,o1,p1,q2,r1,s0,t1,u1
a1,6,c3,d2,1050,f0,g0,h3,i2,j0,k0,l1,35,n1,o1,p1,q3,r1,s1,t0,u1
a0,6,c4,d0,609,f0,g3,h3,i1,j0,k2,l1,37,n2,o1,p1,q2,r1,s0,t1,u1
a0,48,c2,d1,4788,f0,g3,h3,i2,j0,k2,l1,26,n2,o1,p0,q2,r0,s0,t1,u1
a1,24,c2,d2,3069,f1,g4,h3,i2,j0,k3,l3,30,n2,o2,p0,q2,r1,s0,t1,u1
a1,12,c2,d0,836,f1,g1,h3,i1,j0,k1,l1,23,n0,o1,p0,q1,r1,s0,t1,u0
a0,12,c2,d2,2577,f0,g2,h1,i0,j0,k0,l2,42,n2,o1,p0,q2,r1,s0,t1,u1
a0,12,c2,d2,1620,f0,g2,h1,i1,j1,k2,l1,30,n2,o1,p0,q2,r1,s0,t1,u1
a0,15,c2,d2,1845,f0,g1,h3,i1,j2,k0,l1,46,n2,o0,p0,q2,r1,s0,t1,u1
a0,24,c2,d1,6579,f0,g0,h3,i2,j0,k1,l3,29,n2,o2,p0,q3,r1,s1,t1,u1
a0,12,c2,d0,1893,f0,g2,h3,i1,j2,k3,l1,29,n2,o1,p0,q2,r1,s1,t1,u1
a0,30,c4,d1,10623,f0,g4,h2,i2,j0,k3,l3,38,n2,o2,p2,q3,r0,s1,t1,u1
a0,18,c2,d0,2249,f1,g3,h3,i2,j0,k2,l2,30,n2,o1,p0,q3,r0,s1,t1,u1
a0,30,c2,d2,3108,f0,g1,h1,i0,j0,k3,l1,31,n2,o1,p0,q1,r1,s0,t1,u0
a1,12,c4,d0,958,f0,g3,h1,i2,j0,k2,l0,47,n2,o1,p1,q1,r0,s0,t1,u1
a3,24,c2,d1,9277,f4,g2,h1,i0,j0,k3,l3,48,n2,o2,p0,q2,r1,s1,t1,u1
a3,24,c4,d9,6314,f0,g0,h3,i2,j1,k1,l3,27,n0,o1,p1,q3,r1,s1,t1,u1
a0,12,c4,d1,1526,f0,g4,h3,i2,j0,k3,l3,66,n2,o2,p1,q3,r1,s0,t1,u1
a0,12,c2,d2,3590,f0,g2,h1,i2,j1,k1,l1,29,n2,o1,p0,q1,r0,s0,t1,u1
a0,24,c4,d1,6615,f0,g0,h1,i2,j0,k3,l3,75,n2,o2,p1,q3,r1,s1,t1,u1
a0,6,c4,d2,1872,f0,g0,h3,i2,j0,k3,l3,36,n2,o2,p2,q3,r1,s1,t1,u1
a3,12,c2,d0,2859,f4,g0,h3,i2,j0,k3,l3,38,n2,o1,p0,q3,r1,s1,t1,u1
a3,18,c4,d3,1582,f3,g4,h3,i2,j0,k3,l2,46,n2,o1,p1,q2,r1,s0,t1,u1
a3,6,c2,d7,1238,f4,g0,h3,i2,j0,k3,l1,36,n2,o1,p0,q3,r0,s1,t1,u1
a0,12,c2,d2,2578,f0,g0,h2,i1,j0,k3,l3,55,n2,o2,p0,q3,r1,s0,t1,u1
a0,15,c4,d2,1433,f0,g2,h3,i1,j0,k2,l1,25,n2,o0,p1,q2,r1,s0,t1,u1
a0,42,c2,d2,7882,f0,g3,h1,i2,j2,k3,l1,45,n2,o2,p0,q2,r0,s0,t1,u1
a0,24,c2,d2,4169,f0,g2,h3,i2,j0,k3,l1,28,n2,o1,p0,q2,r1,s0,t1,u1
a0,36,c2,d2,3959,f0,g0,h3,i2,j0,k2,l1,30,n2,o1,p0,q3,r1,s1,t1,u1
a0,36,c2,d0,3249,f0,g3,h1,i2,j0,k3,l3,39,n0,o2,p0,q3,r0,s1,t1,u1
a0,24,c2,d2,3149,f0,g1,h3,i2,j0,k0,l3,22,n0,o2,p0,q2,r1,s0,t1,u1
a0,12,c4,d2,2246,f0,g4,h2,i2,j0,k2,l1,60,n2,o1,p1,q2,r1,s0,t1,u0
a0,13,c4,d8,1797,f0,g1,h2,i2,j0,k0,l1,28,n0,o1,p1,q1,r1,s0,t1,u1
a0,20,c4,d2,4272,f0,g4,h0,i1,j0,k3,l1,24,n2,o1,p1,q2,r1,s0,t1,u1
a0,24,c4,d1,2957,f0,g4,h3,i2,j0,k3,l1,63,n2,o1,p1,q2,r1,s1,t1,u1
a0,36,c4,d2,2348,f0,g2,h2,i3,j0,k1,l1,46,n2,o1,p1,q2,r1,s1,t1,u1
a2,42,c0,d8,6289,f0,g1,h1,i0,j0,k0,l1,33,n2,o1,p1,q2,r1,s0,t1,u1
a0,24,c4,d1,6419,f0,g4,h1,i1,j0,k3,l3,44,n2,o2,p1,q3,r0,s1,t1,u1
a0,48,c4,d1,6143,f0,g4,h3,i1,j0,k3,l3,58,n1,o2,p1,q1,r1,s0,t1,u0
a3,24,c4,d6,1597,f0,g4,h3,i2,j0,k3,l3,54,n2,o2,p1,q2,r0,s0,t1,u1
a0,36,c2,d9,15857,f0,g0,h1,i0,j1,k2,l2,43,n2,o1,p0,q3,r1,s0,t1,u1
a3,24,c4,d3,2223,f1,g4,h3,i2,j0,k3,l1,52,n0,o1,p1,q2,r1,s0,t1,u1
a3,48,c3,d3,7238,f4,g4,h2,i2,j0,k2,l2,32,n0,o1,p1,q2,r0,s0,t1,u1
a1,30,c3,d8,2503,f1,g4,h3,i2,j0,k1,l1,41,n1,o1,p1,q2,r1,s0,t1,u1
a1,18,c2,d8,2622,f1,g2,h3,i2,j0,k3,l2,34,n2,o1,p0,q2,r1,s0,t1,u1
a1,24,c2,d2,4351,f4,g2,h0,i1,j0,k3,l1,48,n2,o1,p0,q1,r1,s1,t1,u1
a1,6,c2,d3,368,f4,g4,h3,i2,j0,k3,l1,38,n2,o1,p0,q2,r1,s0,t1,u1
a1,12,c2,d7,754,f4,g4,h3,i2,j0,k3,l1,38,n2,o1,p1,q2,r1,s0,t1,u1
a3,24,c4,d3,2424,f4,g4,h3,i2,j0,k3,l1,53,n2,o1,p1,q2,r1,s0,t1,u1
a1,48,c3,d8,6681,f4,g2,h3,i2,j0,k3,l3,38,n2,o2,p0,q2,r0,s1,t1,u1
a1,18,c3,d8,2427,f4,g4,h3,i2,j0,k1,l1,42,n2,o1,p1,q2,r1,s0,t1,u1
a1,24,c4,d3,1216,f1,g1,h3,i2,j0,k3,l3,38,n0,o1,p1,q2,r0,s0,t1,u0
a1,6,c2,d3,753,f0,g2,h1,i1,j2,k2,l0,64,n2,o1,p0,q2,r1,s0,t1,u1
a1,7,c2,d3,2576,f0,g2,h1,i2,j2,k1,l0,35,n2,o1,p0,q2,r1,s0,t0,u1
a1,6,c2,d3,590,f0,g1,h2,i3,j0,k2,l0,26,n2,o1,p0,q1,r1,s0,t0,u1
a1,8,c2,d3,1414,f0,g2,h3,i2,j2,k1,l0,33,n2,o1,p0,q2,r1,s0,t0,u1
a1,12,c2,d3,1103,f0,g3,h3,i2,j2,k2,l0,29,n2,o1,p1,q2,r1,s0,t1,u1
a1,12,c3,d3,585,f0,g2,h3,i3,j1,k3,l0,20,n2,o0,p1,q2,r1,s0,t1,u1
a1,6,c2,d3,1068,f0,g4,h3,i2,j0,k3,l2,28,n2,o1,p0,q2,r0,s0,t1,u1
a0,8,c4,d0,713,f0,g4,h3,i2,j0,k3,l0,47,n2,o1,p1,q1,r1,s0,t1,u1
a1,12,c2,d3,1092,f0,g2,h3,i1,j2,k3,l0,49,n2,o1,p1,q2,r1,s1,t1,u1
a1,7,c2,d3,2329,f0,g1,h0,i1,j2,k0,l0,45,n2,o1,p0,q2,r1,s0,t1,u1
a1,13,c4,d3,882,f0,g1,h3,i2,j2,k3,l0,23,n2,o1,p1,q2,r1,s0,t1,u1
a1,18,c2,d3,866,f0,g2,h3,i3,j2,k1,l0,25,n2,o1,p0,q1,r1,s0,t1,u1
a1,7,c2,d3,2415,f0,g2,h2,i2,j2,k1,l0,34,n2,o1,p0,q2,r1,s0,t1,u1
a1,13,c2,d3,2101,f0,g1,h1,i1,j2,k3,l1,23,n2,o1,p0,q1,r1,s0,t1,u1
a1,18,c2,d3,1301,f0,g4,h3,i3,j2,k1,l0,32,n2,o1,p0,q1,r1,s0,t1,u1
a1,18,c2,d3,1113,f0,g2,h3,i1,j2,k3,l0,26,n2,o1,p0,q1,r0,s0,t1,u1
a1,8,c2,d3,760,f0,g3,h3,i1,j2,k1,l0,44,n2,o1,p0,q1,r1,s0,t1,u1
a1,12,c2,d3,625,f0,g1,h3,i3,j2,k0,l0,26,n0,o1,p0,q1,r1,s0,t1,u1
a2,6,c4,d0,1323,f1,g4,h1,i0,j0,k3,l2,28,n2,o1,p1,q2,r0,s1,t1,u1
a0,9,c4,d3,1138,f0,g2,h3,i2,j0,k3,l0,25,n2,o1,p1,q1,r1,s0,t1,u1
a1,18,c4,d3,1795,f0,g4,h2,i1,j2,k3,l0,48,n0,o0,p1,q1,r1,s1,t1,u1
a1,15,c4,d3,2728,f4,g3,h3,i2,j2,k1,l0,35,n0,o1,p2,q2,r1,s1,t1,u1
a1,6,c2,d3,484,f0,g3,h2,i3,j2,k2,l0,28,n0,o1,p0,q1,r1,s0,t1,u1
a1,10,c1,d3,1048,f0,g2,h3,i2,j0,k3,l0,23,n1,o1,p0,q1,r1,s0,t1,u1
a1,12,c2,d3,1155,f0,g4,h2,i3,j2,k2,l0,40,n0,o1,p1,q1,r1,s0,t1,u1
