laufzeit,hoehe,alter,laufkont,moral,verw,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit
8,1237,24,a1,c2,d2,f0,g2,h2,i1,j0,k3,l0,n2,o1,p0,q2,r1,s0,t1,u0
6,1374,36,a0,c2,d2,f0,g2,h0,i2,j0,k1,l0,n0,o1,p0,q1,r1,s1,t1,u1
12,727,33,a0,c2,d3,f1,g1,h3,i3,j0,k2,l3,n2,o1,p0,q1,r1,s1,t1,u0
24,999,25,a3,c2,d3,f4,g4,h3,i2,j0,k1,l2,n2,o1,p1,q2,r1,s0,t1,u1
15,3643,27,a0,c3,d2,f0,g4,h0,i1,j0,k3,l1,n2,o1,p1,q1,r1,s0,t1,u1
60,7418,27,a1,c3,d3,f4,g2,h0,i2,j0,k0,l0,n2,o1,p0,q1,r1,s0,t1,u1
24,4679,35,a3,c3,d1,f0,g3,h2,i2,j0,k2,l2,n2,o1,p1,q1,r1,s1,t1,u1
24,4057,43,a1,c2,d2,f0,g3,h2,i0,j0,k2,l2,n2,o1,p0,q2,r1,s1,t1,u0
24,3617,20,a2,c4,d2,f4,g4,h3,i2,j1,k3,l3,n2,o0,p1,q2,r1,s0,t1,u1
21,12680,30,a3,c4,d0,f4,g4,h3,i2,j0,k3,l3,n2,o2,p0,q3,r1,s1,t1,u0
6,3676,37,a0,c4,d0,f0,g2,h0,i2,j0,k2,l0,n2,o0,p2,q2,r0,s0,t1,u1
6,1346,42,a3,c2,d3,f1,g4,h1,i2,j0,k3,l3,n0,o2,p0,q2,r0,s1,t1,u1
15,1403,28,a0,c2,d0,f0,g2,h1,i1,j0,k3,l2,n2,o0,p0,q2,r1,s0,t1,u1
18,1943,23,a3,c2,d5,f0,g1,h3,i1,j0,k3,l0,n2,o1,p0,q2,r1,s0,t1,u0
10,3949,37,a2,c2,d0,f0,g1,h0,i2,j2,k0,l1,n2,o1,p0,q1,r0,s0,t1,u1
18,3049,45,a2,c2,d2,f0,g1,h0,i1,j0,k0,l1,n1,o1,p0,q1,r1,s0,t1,u1
12,1123,29,a3,c2,d2,f2,g2,h3,i1,j0,k3,l2,n2,o0,p0,q1,r1,s0,t1,u0
12,1200,23,a0,c2,d6,f4,g2,h3,i1,j0,k3,l1,n0,o0,p0,q2,r1,s1,t1,u1
18,1442,32,a0,c1,d0,f0,g3,h3,i2,j0,k3,l3,n0,o2,p1,q1,r0,s0,t1,u0
6,931,32,a1,c1,d0,f1,g1,h0,i1,j0,k0,l1,n1,o1,p0,q1,r1,s0,t1,u0
18,3872,67,a1,c2,d5,f0,g0,h1,i1,j0,k3,l2,n2,o1,p0,q2,r1,s1,t1,u1
24,4736,25,a1,c4,d2,f0,g1,h1,i1,j0,k3,l2,n0,o1,p0,q1,r1,s0,t1,u0
24,1755,58,a0,c2,d9,f0,g4,h3,i1,j2,k3,l0,n2,o1,p0,q1,r1,s1,t1,u1
12,2149,29,a0,c1,d3,f0,g2,h3,i0,j0,k0,l3,n2,o2,p0,q2,r1,s0,t1,u0
10,2315,52,a0,c2,d3,f0,g4,h2,i2,j0,k3,l0,n2,o1,p0,q1,r1,s0,t1,u1
12,691,35,a0,c4,d0,f0,g4,h3,i2,j0,k2,l1,n2,o1,p1,q2,r1,s0,t1,u0
36,2671,50,a1,c2,d3,f1,g2,h3,i1,j1,k3,l3,n2,o2,p0,q2,r1,s0,t1,u0
28,7824,40,a3,c1,d1,f4,g1,h2,i2,j2,k3,l0,n0,o0,p1,q2,r0,s1,t1,u1
48,10961,27,a1,c2,d3,f3,g3,h0,i2,j1,k1,l3,n0,o1,p1,q2,r1,s1,t1,u0
39,2569,24,a3,c2,d1,f2,g2,h3,i2,j0,k3,l2,n2,o1,p0,q2,r1,s0,t1,u1
24,4526,74,a3,c4,d8,f0,g2,h2,i2,j0,k1,l0,n2,o1,p0,q3,r1,s1,t1,u1
6,2080,24,a3,c4,d0,f2,g2,h0,i3,j0,k1,l2,n2,o1,p0,q2,r1,s0,t1,u1
12,1409,54,a0,c4,d1,f0,g4,h3,i2,j0,k2,l0,n2,o1,p0,q2,r1,s0,t1,u1
12,1620,30,a0,c2,d2,f0,g2,h1,i1,j1,k2,l1,n2,o1,p0,q2,r1,s0,t1,u1
9,1478,22,a3,c2,d3,f0,g3,h3,i2,j0,k1,l2,n2,o1,p0,q2,r1,s0,t1,u0
40,5998,27,a0,c4,d6,f0,g2,h3,i2,j0,k2,l3,n0,o1,p0,q2,r1,s1,t1,u0
4,1503,42,a3,c4,d3,f0,g3,h1,i2,j0,k0,l0,n2,o1,p1,q1,r0,s0,t1,u1
18,2238,25,a3,c4,d3,f0,g2,h1,i1,j0,k0,l2,n2,o1,p1,q2,r1,s0,t1,u1
6,1221,27,a3,c4,d2,f4,g2,h0,i3,j0,k1,l1,n2,o1,p1,q2,r1,s0,t1,u1
24,2603,28,a3,c2,d1,f3,g2,h1,i1,j0,k3,l2,n2,o0,p0,q2,r1,s1,t1,u1
13,1409,64,a3,c2,d3,f1,g0,h1,i1,j0,k3,l0,n2,o1,p0,q2,r1,s0,t1,u1
18,1820,30,a3,c2,d0,f0,g2,h1,i3,j0,k1,l1,n2,o1,p0,q3,r1,s1,t1,u1
24,5511,25,a3,c2,d2,f1,g2,h3,i2,j0,k0,l2,n1,o1,p0,q2,r1,s0,t1,u1
9,2118,37,a1,c2,d3,f0,g2,h1,i2,j0,k1,l0,n2,o1,p0,q1,r0,s0,t1,u1
6,1068,28,a1,c2,d3,f0,g4,h3,i2,j0,k3,l2,n2,o1,p0,q2,r0,s0,t1,u1
24,4042,43,a3,c4,d1,f4,g3,h2,i2,j0,k3,l1,n2,o1,p1,q2,r1,s1,t1,u1
24,2679,29,a3,c2,d1,f0,g1,h3,i1,j0,k0,l3,n2,o1,p0,q3,r1,s1,t1,u1
12,1076,26,a3,c2,d8,f0,g2,h1,i3,j0,k1,l0,n2,o1,p0,q2,r1,s1,t1,u1
9,1549,35,a1,c2,d0,f4,g1,h3,i2,j0,k1,l0,n2,o1,p0,q0,r1,s0,t1,u1
24,1965,42,a1,c3,d0,f4,g2,h3,i1,j0,k3,l2,n2,o0,p1,q2,r1,s1,t1,u1
15,5324,35,a3,c2,d0,f2,g4,h0,i1,j0,k3,l3,n2,o2,p0,q2,r1,s0,t1,u1
24,2957,63,a0,c4,d1,f0,g4,h3,i2,j0,k3,l1,n2,o1,p1,q2,r1,s1,t1,u1
24,2032,60,a3,c3,d0,f0,g4,h3,i2,j0,k3,l3,n2,o2,p1,q2,r1,s1,t1,u1
18,1239,61,a1,c2,d6,f4,g2,h3,i2,j0,k3,l3,n2,o2,p0,q2,r1,s0,t1,u1
36,2145,24,a0,c3,d8,f0,g3,h1,i2,j0,k0,l2,n2,o1,p1,q2,r1,s1,t1,u0
15,1459,43,a3,c4,d3,f0,g2,h3,i1,j0,k1,l2,n2,o1,p0,q1,r1,s0,t1,u1
12,1493,34,a3,c2,d3,f0,g1,h3,i1,j0,k2,l2,n2,o1,p0,q2,r0,s0,t1,u1
24,1659,29,a0,c3,d3,f0,g1,h3,i1,j0,k1,l2,n2,o0,p0,q1,r1,s1,t1,u0
60,7297,36,a0,c2,d8,f0,g4,h3,i2,j1,k3,l3,n2,o0,p0,q2,r1,s0,t1,u0
9,1919,35,a1,c4,d2,f0,g3,h3,i2,j0,k2,l2,n2,o0,p0,q2,r1,s1,t1,u1
10,2210,25,a3,c2,d2,f0,g2,h1,i2,j0,k1,l0,n2,o0,p0,q1,r1,s0,t1,u0
12,1228,24,a0,c2,d0,f0,g2,h3,i1,j0,k1,l0,n2,o1,p0,q1,r1,s0,t1,u0
24,2964,49,a0,c2,d1,f4,g4,h3,i2,j0,k3,l3,n0,o2,p0,q2,r0,s1,t1,u1
18,4165,36,a3,c0,d8,f0,g2,h1,i2,j0,k1,l2,n1,o1,p1,q2,r0,s0,t1,u0
36,2746,31,a0,c1,d2,f0,g4,h3,i2,j0,k3,l2,n0,o1,p0,q2,r1,s0,t1,u0
10,2241,48,a0,c4,d0,f0,g1,h0,i2,j0,k2,l0,n2,o0,p1,q1,r0,s0,t0,u1
18,1928,31,a1,c4,d2,f0,g1,h1,i2,j0,k1,l0,n2,o1,p1,q1,r1,s0,t1,u0
12,900,23,a0,c2,d0,f4,g2,h3,i3,j0,k1,l2,n2,o1,p0,q2,r1,s0,t1,u0
6,935,24,a3,c3,d3,f0,g2,h2,i1,j0,k1,l0,n2,o1,p0,q2,r1,s0,t1,u1
18,3966,33,a0,c4,d0,f0,g4,h0,i1,j0,k3,l0,n0,o0,p2,q2,r1,s1,t1,u0
48,7629,46,a3,c4,d8,f4,g4,h3,i0,j0,k1,l2,n0,o1,p1,q3,r0,s0,t1,u1
20,4272,24,a0,c4,d2,f0,g4,h0,i1,j0,k3,l1,n2,o1,p1,q2,r1,s0,t1,u1
10,1418,35,a3,c2,d0,f1,g2,h2,i2,j0,k1,l0,n2,o0,p0,q1,r1,s0,t0,u1
12,1240,38,a3,c4,d3,f4,g4,h3,i1,j0,k1,l0,n2,o1,p1,q2,r1,s1,t1,u1
12,640,49,a3,c2,d0,f0,g2,h3,i0,j0,k1,l0,n2,o1,p0,q1,r1,s0,t1,u1
48,5951,22,a1,c2,d3,f0,g2,h1,i1,j0,k1,l0,n2,o1,p0,q2,r1,s0,t1,u0
48,3578,47,a3,c4,d3,f4,g4,h3,i2,j0,k0,l0,n2,o1,p0,q2,r1,s1,t1,u1
30,1919,30,a1,c3,d3,f1,g1,h3,i2,j0,k2,l3,n1,o1,p1,q3,r1,s0,t1,u0
6,1543,33,a3,c2,d2,f3,g2,h3,i0,j0,k1,l0,n2,o1,p0,q2,r1,s0,t1,u1
21,2923,28,a2,c2,d0,f1,g2,h0,i1,j0,k0,l2,n0,o1,p0,q3,r1,s1,t1,u1
6,1554,24,a3,c4,d3,f0,g3,h0,i1,j0,k1,l2,n2,o0,p1,q2,r1,s1,t1,u1
48,3931,46,a0,c2,d0,f0,g3,h3,i2,j0,k3,l3,n2,o2,p0,q2,r0,s0,t1,u0
18,1301,32,a1,c2,d3,f0,g4,h3,i3,j2,k1,l0,n2,o1,p0,q1,r1,s0,t1,u1
6,1538,56,a3,c2,d6,f0,g1,h0,i1,j0,k1,l3,n2,o1,p0,q2,r1,s0,t1,u1
10,1038,49,a0,c4,d0,f0,g3,h3,i2,j1,k2,l1,n2,o1,p1,q2,r1,s1,t1,u1
18,4153,42,a0,c2,d2,f0,g2,h1,i2,j1,k2,l2,n2,o1,p0,q2,r1,s0,t1,u0
12,717,52,a3,c4,d3,f0,g4,h3,i2,j0,k3,l0,n2,o1,p2,q2,r1,s0,t1,u1
18,1049,21,a0,c4,d2,f0,g1,h3,i1,j0,k3,l1,n2,o0,p0,q2,r1,s0,t1,u1
15,2728,35,a1,c4,d3,f4,g3,h3,i2,j2,k1,l0,n0,o1,p2,q2,r1,s1,t1,u1
14,3973,22,a0,c2,d0,f0,g0,h0,i2,j0,k3,l3,n2,o2,p0,q2,r1,s0,t1,u1
12,3124,49,a1,c4,d0,f0,g1,h0,i2,j0,k2,l0,n0,o1,p1,q1,r0,s0,t1,u1
24,2835,53,a3,c2,d2,f2,g4,h2,i2,j0,k3,l1,n2,o1,p0,q2,r1,s0,t1,u1
9,3832,64,a3,c2,d6,f4,g4,h0,i2,j0,k3,l0,n2,o1,p0,q1,r1,s0,t1,u1
6,1047,50,a2,c4,d6,f0,g2,h1,i1,j0,k3,l1,n2,o1,p0,q1,r1,s0,t1,u1
36,2302,31,a0,c2,d3,f0,g2,h3,i0,j0,k3,l2,n2,o0,p0,q2,r1,s0,t1,u0
18,2473,25,a0,c2,d2,f0,g0,h3,i2,j0,k0,l2,n2,o1,p0,q0,r1,s0,t1,u0
12,3059,61,a3,c2,d3,f3,g3,h1,i0,j0,k3,l0,n2,o1,p0,q1,r1,s0,t1,u1
18,2039,20,a0,c2,d2,f0,g2,h0,i1,j0,k3,l0,n2,o0,p0,q2,r1,s0,t1,u0
12,836,23,a1,c2,d0,f1,g1,h3,i1,j0,k1,l1,n0,o1,p0,q1,r1,s0,t1,u0
12,951,27,a1,c2,d2,f1,g1,h3,i1,j0,k3,l2,n0,o0,p3,q2,r1,s0,t1,u0
10,1287,45,a3,c2,d0,f4,g4,h3,i2,j1,k1,l1,n2,o1,p0,q1,r1,s0,t0,u1
18,1936,23,a0,c2,d3,f4,g3,h1,i3,j0,k3,l2,n2,o0,p1,q1,r1,s0,t1,u1
9,1199,67,a1,c2,d6,f0,g3,h3,i1,j0,k3,l1,n2,o1,p1,q3,r1,s1,t1,u1
20,2212,39,a0,c2,d2,f4,g3,h3,i2,j0,k3,l2,n2,o1,p0,q2,r1,s1,t1,u1
18,1808,22,a3,c3,d2,f0,g3,h3,i1,j0,k0,l0,n2,o1,p0,q2,r1,s0,t1,u0
36,4473,31,a2,c2,d3,f0,g4,h3,i2,j0,k1,l2,n2,o1,p0,q2,r1,s0,t1,u1
24,1258,25,a3,c2,d8,f0,g3,h3,i2,j0,k0,l0,n2,o1,p0,q2,r1,s1,t1,u1
12,841,23,a1,c2,d8,f1,g3,h1,i1,j0,k3,l0,n2,o0,p0,q1,r1,s0,t1,u1
18,1453,26,a3,c2,d3,f0,g1,h2,i1,j0,k0,l0,n2,o1,p0,q2,r1,s0,t1,u1
6,1957,31,a0,c4,d3,f0,g3,h0,i1,j0,k3,l2,n2,o1,p0,q2,r1,s0,t1,u1
12,797,33,a3,c4,d3,f4,g4,h3,i1,j0,k2,l1,n2,o1,p0,q1,r0,s0,t1,u0
12,759,26,a0,c2,d0,f0,g3,h3,i2,j0,k1,l0,n2,o1,p0,q2,r1,s0,t1,u0
10,1231,32,a3,c4,d0,f0,g4,h2,i2,j0,k3,l0,n2,o1,p1,q1,r0,s0,t0,u1
10,1597,40,a3,c2,d0,f2,g2,h2,i2,j0,k1,l3,n2,o0,p0,q1,r0,s0,t0,u1
18,884,36,a1,c4,d0,f0,g4,h3,i2,j0,k3,l2,n2,o1,p0,q2,r0,s1,t1,u0
24,1199,60,a0,c4,d0,f0,g4,h3,i2,j0,k3,l2,n2,o1,p1,q1,r1,s0,t1,u0
12,2133,52,a3,c2,d0,f4,g4,h3,i1,j0,k3,l3,n2,o2,p0,q3,r1,s1,t1,u1
18,1113,26,a1,c2,d3,f0,g2,h3,i1,j2,k3,l0,n2,o1,p0,q1,r0,s0,t1,u1
36,2712,41,a0,c2,d2,f0,g4,h1,i2,j0,k1,l1,n0,o1,p0,q2,r0,s0,t1,u0
10,1521,31,a1,c2,d2,f0,g2,h3,i0,j0,k1,l2,n2,o1,p0,q1,r1,s0,t1,u1
18,1882,25,a0,c2,d3,f0,g2,h3,i1,j0,k3,l2,n0,o0,p1,q2,r1,s0,t1,u0
24,1376,28,a3,c2,d3,f2,g3,h3,i1,j0,k0,l2,n2,o1,p0,q2,r1,s0,t1,u1
16,2625,43,a0,c4,d0,f0,g4,h1,i2,j2,k3,l1,n2,o0,p0,q2,r1,s1,t0,u0
48,2751,38,a3,c4,d1,f4,g4,h3,i2,j0,k2,l2,n2,o1,p1,q2,r0,s1,t1,u1
6,1595,51,a3,c2,d3,f0,g3,h2,i2,j0,k1,l1,n2,o1,p0,q2,r0,s0,t1,u1
12,1503,41,a3,c3,d1,f0,g2,h3,i3,j0,k3,l0,n2,o0,p0,q2,r1,s0,t1,u1
48,7763,42,a0,c2,d0,f0,g4,h3,i2,j0,k3,l3,n0,o2,p0,q3,r1,s0,t1,u0
15,2687,26,a2,c2,d8,f0,g3,h1,i2,j0,k3,l1,n2,o0,p0,q2,r1,s1,t1,u1
15,2326,27,a1,c4,d8,f2,g2,h1,i2,j0,k3,l2,n0,o1,p0,q2,r1,s0,t1,u1
27,3915,36,a1,c2,d8,f0,g2,h3,i2,j0,k1,l2,n2,o1,p0,q2,r0,s1,t1,u0
18,7511,51,a0,c2,d1,f4,g4,h0,i2,j0,k3,l1,n2,o2,p0,q2,r0,s1,t1,u0
24,2284,28,a3,c2,d3,f0,g3,h3,i2,j0,k1,l2,n2,o1,p0,q2,r1,s1,t1,u1
27,2442,43,a0,c4,d8,f0,g4,h3,i2,j0,k3,l2,n1,o1,p3,q3,r0,s1,t1,u1
24,2892,51,a2,c2,d2,f0,g4,h2,i0,j0,k3,l3,n2,o2,p0,q2,r1,s0,t1,u1
15,960,30,a3,c3,d2,f3,g3,h2,i1,j0,k1,l1,n2,o1,p1,q2,r1,s0,t1,u1
24,1287,37,a3,c4,d0,f3,g4,h3,i1,j0,k3,l0,n2,o1,p1,q2,r1,s1,t1,u1
10,2901,31,a3,c2,d1,f4,g1,h0,i1,j0,k3,l0,n2,o0,p0,q2,r1,s0,t1,u1
24,1358,40,a0,c1,d9,f4,g4,h3,i2,j0,k2,l2,n1,o1,p0,q3,r1,s1,t1,u0
12,625,26,a1,c2,d3,f0,g1,h3,i3,j2,k0,l0,n0,o1,p0,q1,r1,s0,t1,u1
10,7308,70,a1,c2,d0,f0,g0,h1,i2,j0,k3,l3,n0,o2,p0,q3,r1,s1,t1,u1
24,1442,23,a0,c2,d0,f0,g3,h3,i1,j0,k3,l2,n2,o0,p1,q2,r1,s0,t1,u0
27,4526,32,a3,c4,d2,f3,g1,h3,i2,j0,k1,l0,n1,o1,p1,q1,r0,s1,t1,u1
30,2991,25,a1,c2,d3,f4,g4,h1,i1,j0,k3,l2,n2,o1,p0,q2,r1,s0,t1,u1
10,2146,23,a3,c4,d2,f0,g1,h0,i1,j0,k2,l0,n2,o0,p1,q2,r1,s0,t1,u1
16,1175,68,a1,c4,d0,f0,g0,h1,i2,j0,k2,l2,n2,o2,p2,q0,r1,s1,t1,u1
