age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
48,168462,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
58,99131,9,7298,0,40,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,United-States,>50K
32,300687,14,0,0,40,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,<=50K
33,96480,14,0,0,40,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Germany,<=50K
22,266780,9,0,0,24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
65,149811,9,0,2206,59,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Canada,<=50K
38,325538,15,0,0,50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,331395,11,0,0,42,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
51,29036,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
32,312667,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
34,216283,13,0,0,45,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
29,353352,11,0,0,40,Private,Assoc-voc,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
27,178778,13,0,1340,40,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
28,109162,14,0,0,50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
42,136177,10,0,0,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
41,208470,9,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
35,113481,16,0,0,60,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
22,158522,10,0,0,35,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
33,191856,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
66,157942,9,0,0,40,Local-gov,HS-grad,Widowed,Transport-moving,Not-in-family,Black,Female,United-States,<=50K
18,128538,10,0,0,6,?,Some-college,Never-married,?,Own-child,White,Female,United-States,<=50K
44,311357,15,0,0,50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,290226,9,0,0,40,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
62,140851,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
45,338105,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Vietnam,<=50K
40,29762,10,0,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25,175537,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
48,101299,12,0,0,45,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
42,66460,10,0,0,45,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
18,270544,8,0,0,30,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
39,179488,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
51,353317,14,0,0,70,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,214284,14,0,0,20,State-gov,Masters,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,Taiwan,<=50K
76,130585,10,0,0,12,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
67,76860,9,0,0,40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,>50K
60,74243,11,0,0,30,Private,Assoc-voc,Widowed,Craft-repair,Not-in-family,White,Female,United-States,<=50K
27,168347,9,0,0,40,?,HS-grad,Separated,?,Unmarried,Black,Female,United-States,<=50K
21,176262,12,0,0,18,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
18,178142,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
35,237091,9,0,0,20,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,Columbia,<=50K
38,164050,10,0,0,40,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,>50K
33,227325,12,0,0,60,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,Scotland,<=50K
21,207782,10,0,0,30,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
18,152508,7,0,0,20,Private,11th,Married-civ-spouse,Sales,Wife,Other,Female,United-States,<=50K
72,39110,7,0,0,8,Federal-gov,11th,Divorced,Adm-clerical,Not-in-family,White,Female,Canada,<=50K
23,136075,13,0,0,32,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
25,104439,10,0,0,50,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
21,162165,10,0,0,43,?,Some-college,Never-married,?,Not-in-family,White,Female,United-States,<=50K
32,134737,13,99999,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
30,164461,7,0,653,40,Self-emp-not-inc,11th,Divorced,Sales,Unmarried,White,Male,United-States,<=50K
27,150958,3,0,0,48,Private,5th-6th,Never-married,Farming-fishing,Unmarried,White,Male,Guatemala,<=50K
48,259412,15,0,0,20,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
42,139126,9,0,0,40,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
27,229803,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,United-States,<=50K
40,173307,6,0,0,40,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
28,226198,9,0,0,40,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
23,143032,14,0,0,36,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
30,351770,5,0,0,38,Private,9th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
52,155434,9,0,0,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
27,120126,13,0,0,75,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36,139180,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,<=50K
23,107882,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
33,348416,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
47,181363,14,0,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20,39234,9,0,0,30,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
25,172581,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
65,115922,7,0,0,24,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
20,228686,10,0,0,30,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
55,286230,7,0,0,20,Private,11th,Divorced,Sales,Own-child,White,Female,United-States,<=50K
38,75826,15,0,0,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
36,36270,9,0,1977,65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
22,205940,9,0,0,30,?,HS-grad,Never-married,?,Own-child,White,Female,United-States,<=50K
42,138872,9,0,0,99,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
48,99086,13,0,0,50,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
41,237452,13,0,0,15,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Cuba,>50K
44,141131,8,0,0,40,Private,12th,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,South,<=50K
22,324685,5,0,0,32,Private,9th,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
54,180211,10,0,0,60,?,Some-college,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,South,>50K
40,60949,11,0,0,40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50,176969,9,0,1590,40,Federal-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
31,269654,13,0,0,48,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
24,214542,7,0,0,40,Private,11th,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
44,219155,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
23,265077,11,0,0,40,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
43,214781,14,5178,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
46,192779,13,0,0,45,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
21,113163,10,0,0,50,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
76,204113,9,7896,0,18,Private,HS-grad,Widowed,Protective-serv,Not-in-family,White,Female,United-States,<=50K
52,174964,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
30,321024,10,0,0,40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
41,202872,6,0,0,40,Private,10th,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,United-States,<=50K
52,231166,11,0,0,40,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
48,175622,11,0,0,40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
19,308064,9,0,0,40,?,HS-grad,Never-married,?,Not-in-family,Black,Female,United-States,<=50K
37,172846,10,0,0,45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
33,188246,13,0,0,65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
43,111895,13,0,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37,165883,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,<=50K
42,145175,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
38,132879,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
38,48093,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
45,155659,10,0,0,40,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
61,187636,13,0,0,40,?,Bachelors,Divorced,?,Unmarried,White,Female,United-States,<=50K
23,208826,13,0,0,40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
48,401333,9,0,0,40,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
41,321824,9,0,0,8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,117927,10,0,0,40,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
60,148492,9,0,1485,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
44,99203,4,0,0,40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
18,101795,6,0,0,40,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
22,113760,7,0,0,30,Private,11th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
68,339168,13,0,0,30,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
21,136208,10,0,0,48,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
26,391349,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,132879,13,0,1887,40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,38905,10,0,0,50,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
28,214689,7,0,0,40,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
44,315406,7,0,0,88,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
51,170579,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
32,100734,9,0,0,50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
19,250818,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
19,165505,10,0,0,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
47,368561,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
38,589838,9,0,0,47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
19,376683,10,2036,0,30,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
33,121488,13,0,0,40,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
23,216867,10,0,0,37,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Mexico,<=50K
44,195258,14,0,0,50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
35,160728,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
66,188220,9,0,0,35,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,>50K
43,116666,15,0,0,35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,United-States,>50K
24,235894,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
35,168475,10,0,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
75,33673,14,0,0,26,?,Masters,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
43,175943,9,0,0,20,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,United-States,<=50K
45,88500,13,7298,0,40,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
17,237399,7,0,0,20,Private,11th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
41,107306,9,2174,0,40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
47,59987,9,0,2002,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
19,57067,9,0,0,45,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
45,38240,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
50,228057,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
30,218551,11,0,0,45,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
28,183523,9,0,0,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
57,225927,6,0,0,40,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
37,33394,9,0,0,70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
41,114157,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
33,205649,12,0,0,20,Private,Assoc-acdm,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,<=50K
19,138153,10,0,0,10,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
32,133503,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
46,394860,13,0,0,38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
46,133969,14,0,0,40,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
42,219155,11,0,0,45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
27,37302,7,0,0,50,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
59,59469,13,0,0,50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
18,177722,9,0,0,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
34,269243,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
27,175552,3,0,0,40,?,5th-6th,Married-civ-spouse,?,Wife,White,Female,Mexico,<=50K
34,111985,9,0,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
22,198148,10,0,0,50,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
31,228873,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
48,55863,16,0,1902,46,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
23,303121,10,0,0,30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
22,139190,9,0,0,50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
45,117409,10,0,0,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39,57691,9,7298,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
45,172111,13,0,0,60,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
50,139464,13,0,0,36,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Ireland,<=50K
41,353541,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
18,161063,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
42,66006,6,0,0,40,Private,10th,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,<=50K
58,104476,10,0,1092,40,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,201105,13,0,0,30,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,United-States,<=50K
27,207948,10,0,0,40,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
34,226443,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
33,188246,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
40,163985,9,0,0,24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
23,249046,6,0,0,40,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
62,164021,14,0,0,40,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48,102359,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
56,200235,10,0,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
47,223342,9,0,1504,35,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
19,156294,10,0,0,25,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
24,132327,10,0,0,30,Private,Some-college,Married-spouse-absent,Sales,Unmarried,Other,Female,Ecuador,<=50K
33,48520,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
38,126755,4,0,0,45,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
25,211231,9,0,0,48,Private,HS-grad,Married-civ-spouse,Tech-support,Other-relative,White,Female,United-States,>50K
33,164309,7,0,0,30,Private,11th,Separated,Exec-managerial,Unmarried,White,Female,United-States,<=50K
30,186269,13,0,0,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
19,286002,10,0,0,30,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,Nicaragua,<=50K
39,266960,10,0,0,25,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
45,215620,9,0,0,40,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
33,193246,9,0,0,55,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,France,<=50K
34,103596,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
41,214985,9,0,0,40,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
49,207120,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
42,188465,9,0,0,25,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
27,229126,13,0,0,30,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
30,84119,9,0,0,65,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
35,207819,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48,176140,7,0,0,40,Private,11th,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
28,194690,4,0,0,60,Private,7th-8th,Separated,Other-service,Own-child,White,Male,Mexico,<=50K
19,240468,10,0,1602,40,Private,Some-college,Married-spouse-absent,Sales,Own-child,White,Female,United-States,<=50K
38,31848,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
34,176648,9,0,0,42,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
38,154641,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40,347890,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
60,199378,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,54887,16,0,0,40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
39,142707,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
43,154538,12,0,0,40,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
30,169589,10,0,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
24,214810,11,0,0,35,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
49,211762,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
48,167749,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
34,110622,14,0,0,40,Private,Masters,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,South,<=50K
24,282202,9,0,0,40,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,El-Salvador,<=50K
68,188102,9,0,0,8,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
32,327902,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22,137510,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
19,249787,9,0,0,40,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,United-States,<=50K
36,187983,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
48,175653,12,14084,0,40,?,Assoc-acdm,Divorced,?,Not-in-family,White,Female,United-States,>50K
40,200496,13,0,0,40,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States,<=50K
31,59469,9,0,0,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
51,367209,16,0,0,70,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States,>50K
48,232145,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
39,281363,6,0,0,15,?,10th,Widowed,?,Unmarried,White,Female,United-States,<=50K
23,100345,9,0,0,15,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
33,391114,9,0,0,40,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
25,269004,11,0,0,40,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
23,216472,10,0,0,20,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
61,139391,10,0,0,16,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
28,70034,13,0,0,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
67,181220,10,0,0,20,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
24,209770,13,0,0,8,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
43,195212,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,?,<=50K
54,308087,14,0,0,30,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
49,53482,10,0,0,40,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
34,190151,9,0,0,32,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
23,207415,12,0,0,25,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
28,336543,12,0,0,40,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,Hong,>50K
47,101016,13,7688,0,40,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
50,127151,14,0,0,40,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,Canada,>50K
