C1,C2,C3,C4,C5,C6,C7,C8,C9,label
1500163200.0,1508198400.0,0.11,7.45,e2,White,f13,g9,h2,i0
1411084800.0,1478105340.0,0.54,21.86,e0,Tan,f0,g1,h0,i2
1328572800.0,1491490860.0,0.5,26.19,e1,Black,f0,g7,h2,i0
1168819200.0,1486408260.0,0.47,39.21,e0,Tricolor,f0,g7,h2,i1
1281052800.0,1477579740.0,0.73,16.11,e1,Black,f0,g7,h2,i0
1524268800.0,1547919060.0,0.31,30.18,e0,Black,f0,g1,h2,i1
1249603200.0,1503930300.0,0.82,36.47,e2,Cream,f13,g9,h2,i0
1474416000.0,1545929820.0,0.95,39.01,e1,Black,f13,g9,h2,i0
1492560000.0,1521812820.0,0.88,45.48,e1,Red,f7,g1,h2,i0
1466294400.0,1473619860.0,0.79,15.98,e1,Brown Tabby,f0,g1,h1,i0
1436054400.0,1509694440.0,0.86,25.38,e1,White,f0,g1,h2,i0
1496016000.0,1509028980.0,0.21,8.99,e1,Orange Tabby,f0,g1,h1,i0
1421712000.0,1487160420.0,0.03,42.89,e0,Black,f0,g1,h2,i1
1498608000.0,1504962960.0,0.37,41.89,e2,Black,f13,g9,h2,i1
1542844800.0,1550007540.0,0.95,8.3,e1,Orange Tabby,f0,g1,h1,i0
1493683200.0,1528033380.0,0.17,36.01,e0,Black,f0,g1,h1,i1
1501372800.0,1534876380.0,0.15,16.39,e2,Brown Brindle,f0,g7,h2,i0
1512086400.0,1520163360.0,0.2,36.23,e0,Torbie,f7,g1,h1,i1
1465516800.0,1479140760.0,0.41,42.69,e1,Orange Tabby,f7,g1,h1,i0
1316390400.0,1491399660.0,0.8,16.74,e1,Tan,f0,g7,h2,i0
1472947200.0,1476367080.0,0.48,35.82,e2,Calico,f13,g9,h1,i1
1523318400.0,1557065340.0,0.8,5.16,e0,Tan,f13,g9,h2,i1
1476576000.0,1510425600.0,0.55,16.1,e0,Black,f0,g1,h2,i1
1500681600.0,1505672640.0,0.45,7.16,e2,White,f13,g9,h2,i1
1474243200.0,1479686400.0,0.35,30.45,e2,Black,f13,g9,h1,i0
1448928000.0,1515000060.0,0.47,5.64,e0,Blue,f0,g1,h2,i1
1491091200.0,1524917520.0,0.34,26.48,e1,Tan,f13,g9,h2,i0
1529280000.0,1550756040.0,0.73,5.58,e0,Black,f0,g1,h2,i1
1543017600.0,1550076480.0,0.11,6.1,e1,Brown Tabby,f0,g1,h1,i0
1468108800.0,1479751800.0,0.84,13.49,e1,Brown Tabby,f0,g1,h1,i0
1495929600.0,1506096660.0,0.59,30.84,e0,Black,f0,g1,h2,i1
1469923200.0,1536248400.0,0.47,27.0,e1,Black,f0,g1,h2,i0
1543968000.0,1552207620.0,0.8,37.25,e1,Black,f7,g1,h1,i0
1208908800.0,1526229840.0,0.16,42.66,e1,Brown,f0,g7,h2,i0
1518048000.0,1527242400.0,0.87,6.99,e1,Black,f7,g1,h1,i0
1363046400.0,1490963460.0,0.42,47.75,e1,Brown,f0,g7,h2,i0
1518912000.0,1556801460.0,0.8,39.47,e1,Brown,f0,g7,h2,i0
1464998400.0,1474475280.0,0.7,41.77,e0,Brown,f13,g9,h2,i1
1545004800.0,1554729240.0,0.69,27.19,e2,Brown Tabby,f13,g9,h1,i0
1436745600.0,1501753800.0,0.98,38.73,e0,Brown,f0,g3,h3,i2
1522022400.0,1555577280.0,0.93,10.87,e0,Brown,f15,g4,h3,i2
1510012800.0,1521069060.0,0.68,49.91,e1,Orange Tabby,f0,g1,h1,i0
1498435200.0,1500752100.0,0.26,40.8,e0,Brown Tabby,f13,g9,h1,i2
1403654400.0,1532092560.0,0.32,41.42,e2,Brown,f13,g9,h2,i0
1482710400.0,1549210500.0,1.0,32.14,e0,White,f0,g1,h2,i1
1405296000.0,1470503880.0,0.11,15.73,e2,Red,f13,g9,h2,i1
1432339200.0,1481998440.0,0.13,27.52,e0,Black,f0,g1,h2,i1
1484611200.0,1518700800.0,0.22,9.84,e0,White,f0,g1,h2,i1
1486944000.0,1495544160.0,0.83,32.89,e0,Tan,f7,g1,h2,i1
1408147200.0,1483381200.0,0.83,24.96,e0,Brown,f7,g1,h2,i1
1349222400.0,1543935000.0,0.56,6.77,e1,Tan,f0,g1,h2,i0
1333843200.0,1492437840.0,0.47,15.78,e0,Black,f0,g1,h2,i1
1302307200.0,1525262160.0,0.72,35.28,e1,Blue,f0,g7,h1,i0
1468368000.0,1481640240.0,0.47,40.49,e1,Brown Tabby,f13,g9,h1,i0
1517616000.0,1556561640.0,0.09,5.3,e0,Black,f0,g1,h2,i1
1483574400.0,1552176000.0,0.37,20.03,e0,Tan,f13,g9,h2,i1
1478044800.0,1543947540.0,0.41,18.77,e0,Tan,f0,g1,h2,i1
1517270400.0,1551370560.0,0.6,24.49,e1,White,f0,g1,h2,i0
1470182400.0,1481394120.0,0.66,44.46,e0,Black,f0,g1,h1,i1
1465516800.0,1531008000.0,0.92,47.17,e0,White,f13,g9,h2,i1
1458950400.0,1527961140.0,0.1,39.98,e0,Cream,f0,g1,h2,i1
1497225600.0,1504792800.0,0.13,16.9,e2,Cream Tabby,f0,g1,h1,i0
1122595200.0,1492010940.0,0.3,43.89,e0,White,f0,g7,h2,i1
1342915200.0,1502716740.0,0.3,19.77,e2,Blue,f0,g7,h2,i0
1455840000.0,1554824040.0,0.01,28.79,e1,Blue,f0,g1,h1,i0
1439769600.0,1472573820.0,0.62,42.29,e0,Tricolor,f0,g7,h2,i1
1492300800.0,1525779000.0,0.87,44.36,e0,Tan,f0,g7,h2,i1
1377734400.0,1539191340.0,0.23,13.66,e2,Black,f13,g9,h2,i1
1460592000.0,1525629000.0,0.06,17.62,e0,Black,f0,g7,h2,i1
1530835200.0,1540819200.0,0.44,8.84,e0,Brown Tabby,f7,g1,h1,i1
1454544000.0,1471089900.0,0.76,33.21,e2,Fawn,f13,g9,h2,i1
1385078400.0,1498306800.0,0.6,35.55,e0,Brown,f0,g1,h2,i1
1531526400.0,1540311720.0,0.57,46.14,e1,Black,f0,g1,h2,i0
1524873600.0,1543509300.0,0.98,7.09,e0,Tortie,f0,g1,h1,i1
1506988800.0,1513356840.0,0.77,28.66,e2,Orange Tabby,f13,g9,h1,i0
1475366400.0,1487240520.0,0.35,12.25,e0,Black,f7,g1,h1,i1
1372809600.0,1482777060.0,0.29,37.36,e0,Black,f0,g7,h2,i1
1438387200.0,1529338380.0,0.78,31.01,e1,Fawn,f13,g9,h2,i0
1499299200.0,1532626320.0,0.91,11.91,e2,White,f13,g9,h2,i0
1463529600.0,1497207840.0,0.22,7.45,e2,Brown,f0,g7,h2,i1
1506816000.0,1542459240.0,0.42,42.51,e1,Brown,f0,g1,h2,i0
1366934400.0,1526497020.0,0.92,15.18,e2,Tricolor,f0,g7,h2,i0
1419465600.0,1469794920.0,0.68,22.58,e1,Brown,f13,g9,h2,i0
1517788800.0,1540919820.0,0.63,10.27,e1,Brown,f0,g1,h2,i0
1491868800.0,1525276740.0,0.33,26.69,e2,Yellow,f0,g7,h2,i0
1392422400.0,1520697600.0,0.36,23.83,e1,White,f0,g7,h2,i0
1470787200.0,1477768320.0,0.07,38.91,e2,Brown Tabby,f0,g1,h1,i0
1511308800.0,1516723080.0,0.36,30.27,e2,Black,f13,g9,h1,i1
1450310400.0,1484407680.0,0.34,38.92,e1,Black,f0,g1,h2,i0
1468368000.0,1476361320.0,0.19,18.18,e2,Black,f13,g9,h1,i1
1491696000.0,1556804100.0,0.46,11.54,e0,White,f13,g9,h1,i1
1539993600.0,1543086000.0,0.37,35.5,e2,Orange Tabby,f13,g9,h1,i0
1531699200.0,1538759760.0,0.89,26.81,e1,Black,f0,g1,h2,i0
1540425600.0,1552062420.0,0.26,10.19,e0,Black,f0,g1,h2,i1
1528329600.0,1532788800.0,0.48,15.17,e2,Torbie,f13,g9,h1,i1
1498780800.0,1507471680.0,0.08,25.07,e0,Orange Tabby,f0,g1,h1,i1
1461542400.0,1479317940.0,0.26,14.06,e2,Black,f0,g7,h1,i1
1476057600.0,1509473220.0,0.23,26.3,e0,Black,f0,g1,h2,i1
1476403200.0,1480097160.0,0.33,19.64,e2,Blue Tabby,f13,g9,h1,i1
1478995200.0,1508423880.0,0.11,32.77,e0,Black,f0,g1,h2,i1
1116028800.0,1497571200.0,0.87,10.28,e1,White,f13,g9,h2,i0
1540252800.0,1552915800.0,0.66,29.85,e2,Blue Tabby,f17,g9,h1,i1
1361059200.0,1529839260.0,0.65,14.78,e2,Tricolor,f0,g7,h2,i0
1539216000.0,1546191900.0,0.76,30.53,e1,Lynx Point,f7,g1,h1,i0
1472256000.0,1491755220.0,0.1,32.33,e1,White,f13,g9,h2,i0
1506384000.0,1509278220.0,0.03,29.53,e0,Black,f13,g9,h1,i2
1492905600.0,1526288400.0,0.1,46.15,e2,Brown Tabby,f16,g9,h1,i1
1435017600.0,1531475940.0,0.32,17.68,e2,Gray Tabby,f18,g4,h1,i0
1531526400.0,1544465880.0,0.53,24.92,e1,White,f0,g1,h2,i0
1461024000.0,1497199980.0,0.63,48.57,e1,Brown,f0,g1,h2,i0
1477958400.0,1544869680.0,0.38,33.99,e1,White,f7,g1,h1,i0
1459123200.0,1472999580.0,0.36,30.11,e0,Brown,f13,g9,h2,i1
1522108800.0,1555869480.0,0.56,10.35,e0,Black,f0,g1,h2,i1
1527811200.0,1545556320.0,0.76,13.47,e0,Brown,f15,g4,h3,i2
1319587200.0,1473595920.0,0.96,14.71,e0,Brown Brindle,f0,g1,h2,i1
1499040000.0,1532712240.0,0.98,10.3,e0,Tricolor,f0,g1,h2,i1
1423785600.0,1524406380.0,0.88,42.6,e1,White,f7,g1,h2,i0
1065139200.0,1477672800.0,0.3,44.94,e0,Black,f0,g7,h2,i1
1478476800.0,1496332560.0,0.6,34.93,e0,Black,f16,g9,h1,i2
1316131200.0,1538930340.0,0.8,48.3,e0,Blue,f13,g9,h1,i1
1500076800.0,1503762720.0,0.64,27.16,e2,Black,f13,g9,h1,i1
1540598400.0,1548160980.0,0.66,36.6,e2,Blue Tabby,f0,g1,h1,i0
1487980800.0,1553023020.0,0.39,11.7,e2,Blue Tiger,f0,g7,h2,i1
1503792000.0,1510925340.0,0.05,45.16,e0,White,f18,g4,h3,i2
1479600000.0,1513597320.0,0.53,49.47,e2,Black,f13,g9,h1,i1
1214265600.0,1531679700.0,0.03,28.99,e2,Brown,f0,g7,h2,i0
1498953600.0,1533568440.0,0.57,29.61,e2,Brown,f13,g9,h2,i0
1513555200.0,1520640000.0,0.74,29.84,e2,Black,f13,g9,h2,i0
1475625600.0,1508943420.0,0.66,20.73,e0,Brown,f15,g4,h3,i2
1450396800.0,1483866000.0,0.04,43.3,e2,Orange Tabby,f16,g9,h1,i0
1537142400.0,1544464500.0,0.55,35.57,e0,Tan,f0,g1,h2,i1
1499731200.0,1508089740.0,0.82,5.02,e0,Black,f0,g1,h2,i1
1472860800.0,1528917840.0,0.92,16.31,e1,Fawn,f0,g7,h2,i0
1544400000.0,1554290640.0,0.33,11.41,e2,Gray,f17,g9,h1,i1
1531094400.0,1541246400.0,0.67,44.74,e0,Tan,f0,g1,h2,i1
1477008000.0,1518361920.0,0.09,37.9,e1,Brown,f0,g7,h2,i0
1443484800.0,1540307400.0,0.13,26.64,e0,Black,f13,g9,h2,i1
1498694400.0,1510506060.0,1.0,28.74,e0,Tortie,f0,g1,h1,i1
1463097600.0,1496771160.0,0.94,48.13,e1,White,f0,g1,h2,i0
1166400000.0,1483803960.0,0.23,48.48,e2,Seal Point,f0,g7,h1,i1
1452384000.0,1470038400.0,0.87,21.52,e0,Brown,f15,g4,h3,i2
1476576000.0,1481293020.0,0.36,43.57,e2,Brown Tabby,f13,g9,h1,i1
1510876800.0,1544264220.0,0.29,30.3,e0,Gray,f11,g4,h0,i2
1445644800.0,1516897380.0,0.86,47.28,e1,Black,f0,g1,h2,i0
1447200000.0,1470503880.0,0.12,9.79,e2,White,f13,g9,h2,i0
1499299200.0,1505671200.0,0.41,9.65,e2,White,f18,g4,h2,i0
1484265600.0,1496929020.0,0.58,47.38,e0,Black,f0,g1,h1,i1
1121904000.0,1534341840.0,0.46,18.0,e0,Fawn,f0,g8,h2,i1
1429833600.0,1495112580.0,0.42,36.68,e2,Tan,f13,g9,h2,i0
1533600000.0,1543075860.0,0.68,18.9,e1,Brown,f13,g9,h2,i0
1353196800.0,1514992980.0,0.48,8.51,e2,Black,f13,g9,h2,i1
1500336000.0,1505493780.0,0.73,27.59,e0,Black Tabby,f18,g4,h1,i2
1492214400.0,1518620760.0,0.14,11.56,e0,Brown,f13,g9,h2,i1
1489190400.0,1522761600.0,0.03,30.25,e0,Tricolor,f0,g1,h2,i1
1504569600.0,1509874620.0,0.68,6.05,e2,Black,f9,g2,h1,i1
1494028800.0,1527411600.0,0.78,29.56,e0,Brown Tabby,f16,g9,h1,i1
1499040000.0,1532422800.0,0.32,43.93,e2,Black,f16,g9,h1,i1
1506124800.0,1539971220.0,0.19,18.8,e1,Brown,f0,g1,h2,i0
1500595200.0,1504374420.0,0.89,36.84,e0,Orange Tabby,f13,g9,h1,i2
1410998400.0,1509472440.0,0.89,22.68,e0,Blue,f0,g1,h2,i1
1472947200.0,1480695120.0,0.4,17.25,e0,Black,f0,g1,h1,i1
1489968000.0,1534764180.0,0.72,20.55,e0,Black,f13,g9,h2,i1
1477267200.0,1484846100.0,0.26,34.34,e0,Black,f0,g1,h1,i1
1493251200.0,1508860620.0,0.2,35.28,e1,Black,f0,g1,h2,i0
1478908800.0,1525073400.0,0.26,22.36,e1,Cream Tabby,f7,g1,h1,i0
1529884800.0,1538924400.0,0.74,41.91,e0,Brown Tabby,f7,g1,h1,i1
1507680000.0,1515086220.0,0.37,17.3,e2,Brown Tabby,f0,g1,h1,i0
1435363200.0,1518437280.0,0.69,46.18,e1,Orange Tabby,f0,g7,h1,i0
1521417600.0,1554828420.0,0.58,14.3,e2,Black,f0,g0,h2,i1
1376352000.0,1473348900.0,0.36,45.92,e2,White,f13,g9,h2,i0
1483228800.0,1548519960.0,0.39,7.81,e2,Black,f13,g9,h2,i0
1507766400.0,1526807760.0,0.46,48.0,e0,Black,f0,g1,h1,i1
1409875200.0,1494428580.0,0.01,10.93,e0,Tan,f0,g1,h2,i1
1513123200.0,1520721600.0,0.14,43.75,e1,Black,f0,g1,h1,i0
1500336000.0,1504310400.0,0.23,36.52,e2,Brown Tabby,f13,g9,h1,i0
1301270400.0,1544621820.0,0.83,34.97,e0,Black,f0,g1,h1,i1
1489190400.0,1554290580.0,0.77,33.73,e2,Brown Tabby,f17,g9,h1,i0
1409616000.0,1475580000.0,0.43,30.31,e0,Brown Tabby,f0,g7,h1,i1
1480896000.0,1514547960.0,0.04,12.76,e1,White,f13,g9,h2,i0
1468454400.0,1501839900.0,0.39,20.21,e0,Brown,f15,g4,h3,i2
1172016000.0,1519217220.0,0.09,29.11,e1,Silver,f0,g7,h2,i0
1408406400.0,1473938940.0,0.58,48.79,e1,White,f0,g1,h2,i0
1527897600.0,1539084420.0,0.93,27.1,e1,Blue,f7,g1,h1,i0
1458432000.0,1523869920.0,0.92,20.97,e0,Black,f0,g7,h2,i1
1471305600.0,1477674540.0,0.51,19.96,e2,Brown Tabby,f0,g1,h1,i1
1476230400.0,1482328560.0,0.49,41.15,e2,Brown Tabby,f13,g9,h1,i1
1536019200.0,1548850860.0,0.83,36.49,e0,Black,f0,g1,h1,i1
1415491200.0,1480585800.0,0.67,39.39,e0,Brown,f15,g4,h3,i2
1516924800.0,1551202080.0,0.96,48.33,e0,Tan,f0,g1,h2,i1
1376784000.0,1488468060.0,0.46,37.67,e1,Black,f0,g7,h2,i0
1500595200.0,1534691340.0,0.38,20.07,e2,Blue,f0,g1,h2,i0
1455235200.0,1527425220.0,0.02,33.47,e1,Black Brindle,f13,g9,h2,i0
1469318400.0,1479146100.0,0.76,10.78,e2,Calico Point,f13,g9,h1,i1
1220918400.0,1527256860.0,0.76,6.07,e0,Tan,f2,g2,h2,i1
1532131200.0,1540494360.0,0.69,30.17,e2,Blue Tabby,f0,g1,h1,i0
1466899200.0,1532197140.0,0.12,28.34,e1,Tan,f0,g7,h2,i0
1512259200.0,1520691480.0,0.87,44.53,e2,Black,f13,g9,h2,i1
1161388800.0,1552924680.0,0.62,26.89,e1,Brown,f0,g7,h2,i0
1450569600.0,1516375920.0,0.23,22.89,e1,Fawn,f0,g1,h2,i0
1486252800.0,1489665720.0,0.38,40.89,e2,Orange Tabby,f13,g9,h1,i0
1472256000.0,1518715800.0,0.6,23.56,e1,Tan,f7,g1,h2,i0
1444176000.0,1543862160.0,0.1,28.2,e1,Tricolor,f0,g1,h2,i0
1287446400.0,1543591200.0,0.77,38.31,e0,Torbie,f0,g1,h1,i1
1365206400.0,1506622560.0,0.58,21.67,e1,Black,f0,g1,h2,i0
1498521600.0,1504624860.0,0.13,45.42,e2,Chocolate,f13,g9,h2,i0
1459900800.0,1493752140.0,0.9,40.09,e0,Calico,f16,g9,h1,i1
1470009600.0,1473933840.0,0.64,17.42,e2,Brown Tabby,f13,g9,h1,i0
1435536000.0,1512172800.0,0.42,39.98,e2,White,f13,g9,h2,i0
1485993600.0,1494424920.0,0.21,10.71,e0,Black,f0,g1,h1,i1
1412553600.0,1477501440.0,0.51,5.54,e0,Brown,f15,g4,h3,i2
1464912000.0,1543512660.0,0.35,41.06,e1,Black,f0,g1,h2,i0
1341014400.0,1501431960.0,0.57,16.8,e1,Tan,f0,g7,h2,i0
1530230400.0,1538382780.0,0.27,22.37,e0,Cream Tabby,f7,g1,h1,i1
1438732800.0,1504534260.0,0.56,14.02,e1,Brown,f7,g1,h2,i0
1521504000.0,1555087020.0,0.87,19.72,e1,Black,f0,g1,h2,i0
1504569600.0,1513023000.0,0.93,20.02,e1,Black,f0,g1,h2,i0
1487721600.0,1552820760.0,0.48,24.25,e1,White,f13,g9,h2,i0
1462060800.0,1495737000.0,1.0,48.74,e1,Tan,f0,g1,h2,i0
1246147200.0,1530012120.0,0.55,6.71,e1,Gray,f0,g1,h2,i0
1509580800.0,1553091120.0,0.82,8.16,e2,Fawn,f0,g7,h2,i1
1279324800.0,1488202860.0,0.97,45.09,e1,White,f0,g7,h2,i0
1521072000.0,1555081140.0,0.25,7.07,e2,Black,f13,g9,h1,i1
1381363200.0,1501085880.0,0.66,49.33,e1,Black,f0,g7,h2,i0
1467936000.0,1482066840.0,0.44,6.41,e0,Brown Tabby,f7,g1,h1,i1
1529107200.0,1546798020.0,0.23,15.6,e0,Brown Tabby,f13,g9,h1,i2
1290643200.0,1545066000.0,0.36,25.46,e1,Black,f13,g9,h1,i0
1365033600.0,1509707580.0,0.92,21.08,e1,Black,f0,g1,h2,i0
1528848000.0,1538239800.0,0.21,19.15,e2,Brown Tabby,f13,g9,h1,i0
1232668800.0,1480517940.0,0.67,49.56,e0,Tricolor,f0,g7,h2,i1
1247702400.0,1475935800.0,0.98,19.24,e0,Calico,f11,g4,h1,i1
1501200000.0,1511284260.0,0.93,41.14,e0,Calico,f0,g1,h1,i1
1428364800.0,1493942400.0,0.58,49.34,e2,Tan,f13,g9,h2,i1
1409443200.0,1477844580.0,0.21,30.91,e1,White,f0,g1,h2,i0
1053820800.0,1497538800.0,0.43,42.28,e0,Black,f0,g7,h2,i1
1462320000.0,1478881560.0,0.62,42.63,e0,Brown,f0,g1,h2,i1
1513814400.0,1520444040.0,0.55,20.06,e1,White,f0,g1,h2,i0
1498089600.0,1518512400.0,0.75,48.65,e0,Brown Tabby,f16,g9,h1,i1
1466208000.0,1473439260.0,0.37,15.68,e1,Brown Tabby,f0,g1,h1,i0
1488931200.0,1553965500.0,0.96,27.15,e1,Brown Tabby,f17,g9,h1,i0
1498694400.0,1507027020.0,0.93,11.94,e0,Calico,f7,g1,h1,i1
1496016000.0,1503507960.0,0.41,46.94,e0,Orange Tabby,f0,g1,h1,i1
1229558400.0,1546885620.0,0.64,18.65,e0,Black,f0,g7,h2,i1
1514332800.0,1522604940.0,0.0,49.1,e0,Brown Tabby,f0,g1,h1,i1
1474156800.0,1481563980.0,0.08,24.9,e1,White,f0,g1,h1,i0
1415491200.0,1512814680.0,0.42,15.85,e1,Tan,f0,g7,h2,i0
1251072000.0,1499690760.0,0.03,12.04,e0,White,f0,g7,h2,i1
1316563200.0,1479490440.0,0.54,21.68,e0,Calico,f0,g1,h1,i1
1478217600.0,1513339680.0,0.3,30.33,e1,Black,f0,g1,h1,i0
1388188800.0,1516282320.0,0.3,31.31,e0,Gray,f15,g4,h3,i2
1508198400.0,1534357200.0,0.71,25.53,e0,Black,f0,g1,h1,i1
1458518400.0,1469639160.0,0.0,13.65,e0,Brown Brindle,f13,g9,h2,i2
1540598400.0,1551013320.0,0.77,48.09,e1,Brown Tabby,f0,g1,h1,i0
1507766400.0,1524058080.0,0.11,22.64,e0,Black,f0,g1,h2,i1
1486512000.0,1521633960.0,0.64,24.23,e0,Tortie,f0,g1,h1,i1
1483660800.0,1548606900.0,0.58,24.11,e2,Black,f0,g7,h2,i0
1377907200.0,1515506220.0,0.73,16.79,e0,Black,f7,g1,h2,i1
1488672000.0,1521830700.0,0.58,7.9,e0,Brown,f0,g7,h2,i1
1512259200.0,1545675900.0,0.9,7.31,e1,White,f0,g7,h2,i0
1476576000.0,1487600640.0,0.45,40.02,e1,Blue,f0,g1,h1,i0
1441411200.0,1474966800.0,0.3,9.5,e2,Orange,f16,g9,h1,i0
1481241600.0,1493486460.0,0.4,22.24,e1,Black,f7,g1,h1,i0
1468713600.0,1471805640.0,0.27,25.78,e0,Black,f13,g9,h1,i2
1484870400.0,1488304560.0,0.94,24.06,e2,Brown Tabby,f13,g9,h1,i1
1413849600.0,1478941200.0,0.76,24.0,e2,Brown Tabby,f16,g9,h1,i1
1448582400.0,1492698540.0,0.6,45.64,e0,Black,f0,g7,h2,i1
1533168000.0,1547294760.0,0.27,26.61,e2,Black,f17,g9,h1,i1
1524268800.0,1534428300.0,0.4,12.41,e0,Black,f0,g1,h2,i1
1439251200.0,1504569600.0,0.69,36.35,e2,Tricolor,f13,g9,h2,i0
1501027200.0,1504178520.0,0.17,33.13,e2,Brown Tabby,f13,g9,h1,i0
1454112000.0,1474373880.0,0.71,5.23,e0,Black,f18,g4,h2,i2
1532736000.0,1550850600.0,0.74,26.27,e0,White,f0,g1,h2,i1
1238889600.0,1493304240.0,0.19,48.67,e0,White,f0,g7,h2,i1
1490745600.0,1497547920.0,0.48,42.09,e1,Tan,f7,g1,h2,i0
1496880000.0,1503583260.0,0.72,17.39,e2,Lynx Point,f13,g9,h1,i0
1454457600.0,1540295460.0,0.95,21.26,e1,Tan,f13,g9,h2,i0
1446595200.0,1481027940.0,0.6,36.81,e2,Black,f0,g7,h2,i1
1477785600.0,1488045180.0,0.77,25.11,e1,Black,f0,g1,h2,i0
1453420800.0,1519398060.0,0.89,17.11,e1,Orange Tabby,f0,g1,h1,i0
1459987200.0,1490900160.0,0.91,26.95,e1,Brown Tabby,f0,g1,h1,i0
1502323200.0,1535902680.0,0.59,46.95,e2,Tan,f0,g7,h2,i0
1472169600.0,1476187260.0,0.66,44.72,e2,Seal Point,f13,g9,h1,i1
1492041600.0,1505673000.0,0.69,20.56,e1,Black,f0,g1,h2,i0
1465689600.0,1549020900.0,0.48,28.13,e0,Lilac Point,f0,g1,h1,i1
1500249600.0,1509116520.0,0.67,5.85,e0,White,f0,g1,h2,i1
1370649600.0,1499600460.0,0.32,43.16,e1,Tan,f0,g7,h2,i0
1399420800.0,1528906680.0,0.49,18.71,e1,Tan,f0,g1,h2,i0
1426809600.0,1492542660.0,0.3,22.45,e0,Tortie,f16,g9,h1,i1
1327881600.0,1520007360.0,0.97,27.33,e0,Tan,f0,g1,h2,i1
1470182400.0,1491232320.0,0.7,32.46,e1,Black,f0,g7,h2,i0
1488326400.0,1495543560.0,0.08,13.14,e1,Black,f0,g1,h2,i0
1450915200.0,1548530400.0,0.93,14.9,e0,Black,f0,g1,h1,i1
1424908800.0,1521913320.0,0.39,35.39,e2,White,f0,g7,h2,i0
1492300800.0,1557320760.0,0.09,37.17,e2,White,f0,g7,h2,i0
1542240000.0,1554290940.0,0.21,12.72,e1,White,f0,g1,h2,i0
1468368000.0,1481905200.0,0.82,35.12,e1,Black,f0,g1,h1,i0
1281225600.0,1555670100.0,0.82,49.79,e1,Black,f7,g1,h2,i0
1534809600.0,1543259100.0,1.0,47.61,e0,Brown Brindle,f0,g1,h2,i1
1485129600.0,1552070820.0,0.22,43.19,e1,Blue,f0,g1,h1,i0
1496448000.0,1504799520.0,0.83,48.37,e0,Black,f0,g1,h1,i1
1291939200.0,1537882080.0,0.5,32.53,e1,Blue,f0,g7,h2,i0
1477872000.0,1485625200.0,0.24,10.04,e1,Orange Tabby,f0,g1,h1,i0
1285632000.0,1486315200.0,0.8,12.19,e0,Tan,f0,g7,h2,i1
1158796800.0,1476277260.0,0.57,36.99,e0,White,f0,g7,h2,i1
1384214400.0,1512829260.0,0.29,29.46,e1,Brown Tabby,f0,g7,h1,i0
1494633600.0,1512375120.0,0.49,24.63,e0,Gray,f15,g4,h3,i2
1510444800.0,1544027760.0,0.67,24.24,e1,Flame Point,f13,g9,h1,i0
1547164800.0,1555414860.0,0.65,23.62,e0,Calico,f0,g1,h1,i1
1515628800.0,1549093800.0,0.1,39.71,e0,Brown,f15,g4,h3,i2
1462406400.0,1472150160.0,0.91,44.26,e2,Tricolor,f13,g9,h2,i0
1497052800.0,1505847720.0,0.51,7.09,e0,Tan,f0,g1,h2,i1
1495411200.0,1520856240.0,0.55,25.36,e1,Tan,f0,g1,h2,i0
1407715200.0,1493230200.0,0.93,48.64,e0,Brown Brindle,f0,g1,h2,i1
1486771200.0,1557057540.0,0.2,20.47,e0,Brown,f13,g9,h2,i1
1289260800.0,1483551960.0,0.33,49.01,e1,Black,f13,g9,h2,i0
1499990400.0,1512668760.0,0.93,40.2,e1,Chocolate,f0,g1,h2,i0
1376438400.0,1474281180.0,0.0,47.23,e1,Black,f0,g7,h2,i0
1523318400.0,1531008000.0,0.07,15.7,e1,Sable,f13,g9,h2,i0
1469059200.0,1492896000.0,0.97,47.78,e1,Blue Tick,f0,g7,h2,i0
1460246400.0,1471631220.0,0.94,18.88,e0,White,f0,g1,h2,i1
1463788800.0,1497543840.0,0.4,48.52,e1,Black,f0,g1,h2,i0
1136332800.0,1548402480.0,0.5,37.09,e0,White,f0,g7,h2,i1
1281052800.0,1504461780.0,0.47,46.14,e1,Blue,f0,g1,h2,i0
1463788800.0,1528742220.0,0.97,44.11,e2,Black,f0,g7,h2,i0
1480896000.0,1514376900.0,0.63,24.98,e2,Calico,f13,g9,h1,i1
1347667200.0,1476443220.0,0.86,42.99,e0,Orange Tabby,f13,g9,h1,i1
1401926400.0,1468847700.0,0.14,27.38,e0,Brown Tabby,f13,g9,h1,i1
1542240000.0,1545300780.0,0.58,21.93,e2,Black,f13,g9,h1,i1
1188518400.0,1506009420.0,0.79,38.73,e2,Brown,f18,g4,h2,i0
1457481600.0,1495297740.0,0.13,38.32,e0,Brown Brindle,f0,g1,h2,i1
1525996800.0,1537636920.0,0.0,20.55,e0,Brown,f0,g1,h2,i1
1470960000.0,1504548480.0,0.74,13.15,e1,Black,f0,g7,h2,i0
1507852800.0,1543496520.0,0.29,36.01,e0,Blue Tabby,f0,g1,h1,i1
1514332800.0,1553693580.0,0.95,19.57,e0,Brown Tabby,f0,g1,h1,i1
1501027200.0,1509216000.0,0.85,44.12,e1,Brown,f7,g1,h2,i0
1462924800.0,1480701120.0,0.74,25.67,e1,Brown,f0,g7,h2,i0
1452470400.0,1501176540.0,0.53,35.44,e1,Brown,f13,g9,h2,i0
1508976000.0,1514884680.0,0.16,35.19,e2,Black,f18,g4,h1,i0
