age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
31,297,12,127,1,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
59,997,11,250,4,-1,0,retired,married,secondary,no,no,yes,cellular,aug,unknown,no
39,1373,19,386,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
34,6107,21,114,3,-1,0,technician,married,secondary,no,no,no,cellular,nov,unknown,no
51,0,23,58,2,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
33,964,18,97,1,180,3,entrepreneur,married,tertiary,no,yes,no,cellular,may,failure,no
49,387,3,67,5,-1,0,blue-collar,married,primary,no,yes,yes,unknown,jun,unknown,no
38,7255,3,78,2,44,2,management,married,tertiary,no,yes,no,cellular,jun,failure,no
59,2518,30,675,3,-1,0,housemaid,divorced,primary,no,no,no,cellular,jul,unknown,yes
33,1454,20,322,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
44,373,8,122,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
55,-102,23,35,1,-1,0,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
46,575,6,127,3,-1,0,blue-collar,married,primary,yes,no,no,cellular,aug,unknown,no
38,-363,12,340,2,-1,0,unemployed,married,primary,no,no,no,unknown,jun,unknown,no
26,876,28,713,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,no
32,901,20,140,1,-1,0,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
34,852,14,108,2,-1,0,admin.,single,secondary,no,no,no,cellular,apr,unknown,no
59,2528,19,216,1,-1,0,technician,married,secondary,no,no,yes,unknown,jun,unknown,no
89,0,27,157,5,-1,0,retired,married,primary,no,no,no,telephone,sep,unknown,no
57,1741,23,364,2,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,no
47,136,20,132,1,-1,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,no
29,114,6,500,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
29,-6,9,324,1,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
44,3945,28,255,1,-1,0,unemployed,single,secondary,no,no,no,cellular,jan,unknown,no
33,4240,20,508,1,-1,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
40,2135,20,95,1,-1,0,unemployed,married,tertiary,no,yes,no,unknown,jun,unknown,no
31,1858,12,453,3,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,yes
33,101,6,392,1,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
47,3285,31,248,5,-1,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
34,404,9,208,12,337,1,services,married,secondary,no,yes,no,cellular,apr,failure,no
44,764,15,97,5,-1,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
43,7973,14,100,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
48,0,26,204,2,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
32,1077,5,200,1,717,4,management,single,tertiary,no,no,no,cellular,aug,failure,no
25,66,9,271,3,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
37,897,13,119,2,280,2,blue-collar,married,unknown,no,yes,no,cellular,apr,failure,no
48,9004,14,158,3,-1,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,no
52,2332,29,108,2,-1,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
41,510,9,316,2,-1,0,services,married,primary,no,no,no,unknown,jun,unknown,no
48,1555,2,121,1,-1,0,services,married,secondary,no,no,no,cellular,feb,unknown,no
41,169,7,296,2,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,no
47,175,15,236,4,262,7,admin.,married,secondary,no,yes,no,cellular,may,failure,no
38,194,17,576,4,340,7,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
53,0,12,140,7,-1,0,blue-collar,single,unknown,no,no,no,unknown,may,unknown,no
47,-295,22,333,2,-1,0,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
33,3704,6,447,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
48,13551,11,89,3,-1,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,no
70,0,8,206,1,-1,0,retired,divorced,secondary,no,no,no,cellular,sep,unknown,yes
33,2441,19,154,1,-1,0,management,married,tertiary,no,yes,yes,cellular,nov,unknown,no
30,16935,28,108,1,-1,0,management,single,tertiary,no,no,no,cellular,oct,unknown,no
30,6,23,274,2,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,no
56,272,26,103,2,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
35,57,18,173,1,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,no
57,85,27,194,1,-1,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,no
36,1257,8,108,9,101,1,management,married,tertiary,no,no,no,cellular,feb,other,no
50,133,4,155,1,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
57,156,4,106,2,-1,0,retired,married,secondary,no,no,yes,unknown,jul,unknown,no
55,2383,5,1019,2,63,2,management,divorced,tertiary,no,no,no,cellular,aug,success,yes
33,417,6,83,1,-1,0,management,single,tertiary,no,yes,no,cellular,feb,unknown,no
40,672,5,164,2,-1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
31,140,5,111,1,-1,0,admin.,single,secondary,no,yes,yes,cellular,may,unknown,no
25,79,21,24,28,-1,0,services,single,secondary,no,no,yes,cellular,jul,unknown,no
27,556,9,11,7,-1,0,blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,no
58,0,16,204,4,-1,0,retired,married,primary,no,yes,no,unknown,jun,unknown,no
29,-197,6,47,1,-1,0,admin.,single,tertiary,no,no,no,unknown,aug,unknown,no
36,618,3,280,2,-1,0,management,married,tertiary,no,no,no,cellular,feb,unknown,no
57,0,13,44,1,-1,0,technician,married,secondary,no,no,no,unknown,may,unknown,no
29,0,22,403,7,-1,0,management,single,secondary,no,yes,no,cellular,jul,unknown,no
30,756,13,321,4,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,no
38,250,17,72,1,-1,0,services,married,secondary,no,no,no,unknown,jun,unknown,no
64,1473,13,121,2,-1,0,technician,married,secondary,no,yes,no,cellular,feb,unknown,no
37,580,2,469,2,-1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,no
31,236,4,211,3,-1,0,admin.,married,secondary,no,yes,yes,telephone,may,unknown,no
29,0,31,46,28,-1,0,self-employed,married,tertiary,no,yes,yes,cellular,jul,unknown,no
40,486,17,69,2,-1,0,management,married,tertiary,no,yes,yes,cellular,nov,unknown,no
31,387,13,228,2,370,1,admin.,single,secondary,no,yes,no,cellular,may,failure,no
34,724,25,305,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,no
31,5205,9,529,2,-1,0,management,single,tertiary,no,no,no,cellular,jun,unknown,yes
42,433,25,375,2,-1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,no
33,1423,15,333,2,364,3,management,married,secondary,no,yes,no,cellular,may,failure,no
37,341,3,120,2,-1,0,management,married,secondary,no,no,no,unknown,jun,unknown,no
32,663,22,62,3,-1,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
34,1873,2,192,1,-1,0,blue-collar,married,primary,no,yes,no,cellular,feb,unknown,no
47,533,9,128,1,-1,0,admin.,married,secondary,no,no,yes,unknown,jun,unknown,no
51,74,25,79,2,-1,0,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
40,17,4,78,1,-1,0,services,married,secondary,no,no,no,cellular,jun,unknown,no
44,275,14,7,5,367,4,admin.,single,secondary,no,yes,no,cellular,may,failure,no
33,25,23,3,3,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
34,-353,15,328,1,-1,0,management,married,unknown,yes,yes,no,unknown,may,unknown,no
39,281,20,78,7,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
57,0,28,261,4,-1,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
46,676,20,825,6,174,4,blue-collar,married,primary,no,yes,no,cellular,nov,failure,no
40,2621,9,607,4,-1,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
27,-233,6,728,1,-1,0,blue-collar,single,secondary,yes,yes,no,cellular,may,unknown,no
44,938,12,406,1,-1,0,services,married,secondary,no,no,no,unknown,jun,unknown,no
40,2129,30,452,1,-1,0,admin.,divorced,secondary,no,no,no,cellular,apr,unknown,yes
30,432,3,180,3,-1,0,technician,single,tertiary,no,yes,yes,unknown,jun,unknown,no
42,580,31,216,2,-1,0,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
31,113,18,474,3,-1,0,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
50,-19,21,407,11,-1,0,blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
35,609,10,136,1,-1,0,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
31,79,18,558,1,-1,0,entrepreneur,married,tertiary,no,yes,no,unknown,oct,unknown,no
31,-199,12,149,5,299,10,blue-collar,married,primary,no,yes,yes,telephone,may,failure,no
50,160,13,334,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
36,235,29,141,9,-1,0,self-employed,single,primary,no,yes,no,unknown,may,unknown,no
53,619,17,198,6,-1,0,technician,married,unknown,no,no,no,unknown,jun,unknown,no
54,895,7,335,1,-1,0,unknown,married,unknown,no,no,no,cellular,oct,unknown,yes
29,9,25,236,8,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
45,0,14,17,7,287,13,blue-collar,single,secondary,yes,yes,no,cellular,may,other,no
46,131,20,69,2,-1,0,entrepreneur,married,secondary,no,yes,no,cellular,apr,unknown,no
36,27359,3,71,2,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,no
38,599,4,331,2,-1,0,admin.,married,secondary,no,yes,no,cellular,feb,unknown,no
28,242,17,47,1,779,12,admin.,married,secondary,no,yes,no,unknown,sep,failure,no
62,10373,17,140,3,97,3,management,married,tertiary,no,no,no,cellular,nov,failure,no
30,4,8,17,5,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,no
48,-202,19,565,1,112,4,blue-collar,married,secondary,no,yes,yes,cellular,nov,failure,no
43,9173,29,80,2,-1,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
52,409,8,137,2,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
55,1989,28,139,2,-1,0,services,married,secondary,no,no,no,cellular,apr,unknown,no
27,383,9,15,1,-1,0,student,divorced,unknown,no,no,no,unknown,jul,unknown,no
53,3366,20,278,6,112,2,management,married,tertiary,no,no,no,telephone,nov,failure,no
36,417,10,304,1,181,1,student,single,unknown,no,no,no,cellular,aug,success,yes
59,1866,3,288,2,215,1,technician,married,secondary,no,no,no,telephone,feb,other,no
34,932,4,218,1,-1,0,technician,married,tertiary,no,yes,no,cellular,jun,unknown,no
53,1287,20,12,3,-1,0,self-employed,divorced,secondary,no,no,no,unknown,jun,unknown,no
37,859,28,246,15,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,no
45,9077,15,139,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
48,249,6,293,6,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
33,-103,19,149,2,175,1,self-employed,married,tertiary,no,yes,no,cellular,nov,failure,no
25,1189,3,165,1,-1,0,student,single,tertiary,no,no,no,cellular,jun,unknown,yes
34,1036,2,78,4,103,7,management,married,tertiary,no,yes,no,cellular,mar,failure,no
37,511,13,232,4,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,no
31,3706,20,129,1,-1,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,no
60,364,6,631,2,-1,0,retired,married,primary,no,yes,no,unknown,may,unknown,no
27,-98,16,344,2,-1,0,management,single,tertiary,no,yes,yes,unknown,may,unknown,no
39,254,27,128,4,-1,0,blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
34,2583,28,64,1,95,2,technician,single,secondary,no,no,no,cellular,aug,failure,no
42,201,11,265,1,103,3,blue-collar,married,primary,no,yes,no,cellular,aug,success,yes
37,459,16,61,14,-1,0,services,single,secondary,no,no,no,telephone,jul,unknown,no
50,5356,13,289,1,-1,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,no
41,158,24,115,2,-1,0,admin.,married,secondary,no,yes,no,cellular,mar,unknown,no
26,1972,29,221,2,-1,0,technician,single,tertiary,no,yes,no,cellular,jan,unknown,no
27,6791,22,174,2,229,28,management,single,tertiary,no,no,no,telephone,mar,success,no
49,-209,30,171,1,-1,0,admin.,married,secondary,no,no,no,unknown,may,unknown,no
26,985,6,267,2,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,no
57,842,13,284,3,-1,0,retired,single,tertiary,no,no,no,cellular,aug,unknown,yes
45,3857,11,425,2,190,1,management,married,tertiary,no,yes,no,cellular,aug,failure,no
27,390,9,120,2,104,2,management,single,tertiary,no,no,no,cellular,feb,failure,yes
40,1,8,190,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
33,374,2,185,1,-1,0,technician,single,secondary,no,yes,yes,unknown,jun,unknown,no
39,3832,20,14,13,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
60,3570,28,112,2,-1,0,retired,married,secondary,no,no,no,telephone,jul,unknown,no
35,3181,18,28,6,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
39,0,8,34,2,-1,0,self-employed,divorced,tertiary,no,no,no,cellular,aug,unknown,no
36,0,18,837,8,-1,0,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
42,4,17,795,1,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
47,1224,21,189,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
32,1613,21,24,5,-1,0,management,single,tertiary,no,no,no,cellular,nov,unknown,no
33,3689,27,445,3,-1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,yes
25,139,12,138,1,-1,0,technician,single,secondary,no,no,yes,cellular,oct,unknown,yes
26,222,28,247,1,63,2,management,single,tertiary,no,no,no,cellular,jun,success,yes
25,1119,18,1063,1,-1,0,services,single,secondary,no,yes,no,cellular,may,unknown,yes
33,142,11,41,2,300,5,blue-collar,divorced,primary,no,yes,no,telephone,may,failure,no
46,387,3,298,1,-1,0,technician,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
36,756,11,396,3,-1,0,technician,married,unknown,no,no,no,cellular,jul,unknown,no
38,6999,20,11,2,-1,0,management,married,tertiary,no,no,no,unknown,jun,unknown,no
29,765,16,238,1,-1,0,management,single,tertiary,no,no,no,cellular,nov,unknown,yes
60,4243,4,387,1,251,1,technician,married,primary,no,yes,no,cellular,feb,failure,no
34,577,18,80,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,no
35,1577,17,53,1,-1,0,technician,married,secondary,no,yes,yes,cellular,nov,unknown,no
25,534,15,167,7,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,no
29,891,12,820,1,-1,0,admin.,divorced,secondary,no,no,no,unknown,may,unknown,no
36,428,28,121,1,-1,0,management,married,tertiary,no,no,no,unknown,may,unknown,no
29,805,28,70,1,-1,0,management,married,tertiary,no,no,no,cellular,jan,unknown,no
49,0,25,42,3,-1,0,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
72,4657,23,255,1,91,8,retired,married,primary,no,no,no,telephone,mar,success,yes
26,-42,30,305,3,-1,0,admin.,single,secondary,yes,no,yes,cellular,jul,unknown,no
23,0,5,168,2,-1,0,admin.,single,tertiary,no,no,no,cellular,mar,unknown,no
58,1351,17,392,3,-1,0,retired,married,primary,no,yes,no,telephone,apr,unknown,no
52,2398,3,412,1,-1,0,admin.,single,secondary,no,yes,no,cellular,nov,unknown,yes
48,-4,5,97,1,-1,0,management,married,tertiary,yes,no,no,cellular,aug,unknown,no
44,2365,26,159,3,-1,0,management,married,tertiary,no,no,yes,cellular,may,unknown,no
72,4657,22,305,3,309,5,retired,married,primary,no,no,no,cellular,dec,success,yes
32,-408,23,253,2,-1,0,services,single,secondary,no,yes,no,unknown,may,unknown,no
33,2465,16,139,2,95,1,management,single,tertiary,no,no,no,cellular,nov,success,no
32,880,4,112,1,-1,0,blue-collar,divorced,secondary,no,yes,yes,unknown,jun,unknown,no
38,1,21,152,2,-1,0,services,married,secondary,no,no,yes,cellular,nov,unknown,no
54,0,12,77,4,341,2,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
52,580,21,965,2,-1,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,yes
33,360,29,103,1,185,13,services,married,secondary,no,yes,no,cellular,jan,other,no
34,78,7,35,3,-1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
44,166,13,267,3,-1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,no
33,18,22,93,2,-1,0,technician,single,secondary,no,no,no,cellular,aug,unknown,no
67,704,8,186,2,97,1,retired,divorced,secondary,no,no,no,cellular,feb,success,yes
43,346,21,9,5,-1,0,entrepreneur,married,primary,no,yes,no,cellular,nov,unknown,no
33,4149,18,159,2,-1,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
46,1844,19,29,1,-1,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
38,308,6,102,1,-1,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
46,518,25,68,6,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,no
33,5437,10,131,1,98,2,management,single,tertiary,no,no,no,cellular,aug,success,no
33,130,25,121,8,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
30,2567,18,813,4,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,yes
44,712,6,740,3,-1,0,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,yes
44,-848,19,468,1,-1,0,entrepreneur,married,secondary,yes,yes,no,unknown,may,unknown,no
42,445,5,67,1,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
43,184,16,1019,11,-1,0,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
44,3444,6,212,3,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,no
34,1897,19,441,1,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,no
33,0,31,14,23,-1,0,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
27,275,14,196,2,-1,0,housemaid,married,primary,no,yes,no,cellular,may,unknown,no
31,622,4,15,5,-1,0,technician,single,secondary,no,no,no,cellular,feb,unknown,no
35,0,11,371,1,305,1,blue-collar,single,secondary,no,yes,no,cellular,may,failure,no
42,2137,19,121,4,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
51,65,15,881,1,-1,0,services,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
38,570,5,75,2,-1,0,services,single,secondary,no,yes,no,unknown,may,unknown,no
51,0,5,409,1,-1,0,unknown,single,unknown,no,no,no,unknown,jun,unknown,no
29,80,15,15,5,361,1,student,single,tertiary,no,yes,no,cellular,may,failure,no
37,156,19,366,3,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,yes
27,5,18,182,1,-1,0,blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
28,525,23,81,1,-1,0,services,single,secondary,no,no,no,cellular,jul,unknown,no
29,536,29,418,2,-1,0,management,single,tertiary,no,no,no,cellular,jan,unknown,no
26,-488,3,320,1,-1,0,technician,married,tertiary,no,yes,no,unknown,jun,unknown,no
47,392,19,125,1,-1,0,entrepreneur,divorced,secondary,no,yes,yes,cellular,nov,unknown,no
32,535,27,156,2,-1,0,technician,single,secondary,no,yes,yes,unknown,may,unknown,no
77,638,11,288,1,188,1,retired,married,secondary,no,no,no,cellular,feb,success,yes
49,3659,7,160,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
47,1865,8,380,3,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
60,2,2,228,4,390,2,retired,divorced,tertiary,no,no,no,cellular,mar,other,yes
41,1354,4,106,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
31,155,5,291,1,-1,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,no
44,14,13,234,1,-1,0,technician,divorced,secondary,no,no,no,cellular,aug,unknown,yes
45,1415,17,483,1,116,1,technician,married,secondary,no,yes,no,cellular,nov,failure,no
32,392,1,957,2,131,2,technician,single,tertiary,no,yes,no,cellular,apr,failure,no
63,70,27,82,2,-1,0,retired,single,tertiary,no,no,no,cellular,jul,unknown,no
31,1779,5,85,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
53,-108,12,11,12,175,3,blue-collar,married,secondary,no,yes,no,cellular,may,other,no
32,3662,28,309,1,-1,0,blue-collar,single,secondary,no,no,no,telephone,jan,unknown,no
24,10,18,78,2,367,2,technician,single,tertiary,no,yes,no,cellular,may,other,no
35,824,16,693,2,-1,0,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
30,198,16,308,1,-1,0,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
42,15,6,230,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
55,7803,15,441,1,-1,0,management,married,tertiary,no,no,no,cellular,jan,unknown,yes
69,0,28,184,2,126,2,retired,married,secondary,no,no,no,cellular,apr,other,yes
38,61,28,97,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,no
54,42,3,389,2,-1,0,technician,married,secondary,no,no,yes,unknown,jul,unknown,no
28,803,25,324,1,-1,0,student,married,tertiary,no,yes,no,cellular,may,unknown,no
52,230,24,422,2,-1,0,unemployed,divorced,secondary,no,no,no,cellular,dec,unknown,yes
26,370,8,1061,4,-1,0,technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
32,484,12,668,2,463,1,technician,married,secondary,no,yes,no,cellular,aug,success,yes
55,602,7,350,1,98,5,admin.,married,secondary,no,no,no,cellular,sep,success,yes
34,1988,29,53,1,266,2,blue-collar,married,secondary,no,yes,no,telephone,jan,failure,no
45,0,12,36,3,172,5,blue-collar,married,primary,no,yes,yes,cellular,may,failure,no
37,7622,6,111,1,-1,0,blue-collar,single,secondary,no,yes,yes,telephone,may,unknown,no
52,33,8,301,1,-1,0,blue-collar,married,unknown,no,no,no,telephone,may,unknown,no
30,15261,9,43,5,-1,0,unemployed,single,primary,no,no,no,cellular,feb,unknown,no
77,7802,4,421,1,92,2,retired,married,tertiary,no,no,no,telephone,may,success,yes
34,0,29,55,3,-1,0,services,married,secondary,no,yes,no,cellular,jul,unknown,no
51,1193,30,85,2,-1,0,retired,divorced,primary,no,yes,no,cellular,jul,unknown,no
69,4,23,114,4,-1,0,management,married,secondary,no,no,no,cellular,oct,unknown,no
58,886,16,302,4,-1,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
58,235,5,167,1,-1,0,retired,married,primary,no,yes,no,unknown,may,unknown,no
34,0,6,89,1,133,1,technician,married,tertiary,no,no,no,cellular,oct,failure,no
37,796,19,104,1,-1,0,admin.,divorced,secondary,no,no,no,unknown,jun,unknown,no
32,759,9,317,5,-1,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,yes
41,400,4,99,6,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
54,1014,30,240,1,162,2,management,married,tertiary,no,no,yes,cellular,apr,failure,yes
42,162,11,139,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,no
43,-19,5,124,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,no
36,1746,7,15,1,316,1,services,married,secondary,no,yes,no,cellular,apr,failure,no
54,3250,31,94,3,-1,0,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
43,57,25,188,5,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
27,230,27,5,1,-1,0,services,single,secondary,no,no,no,unknown,jul,unknown,no
38,451,2,128,3,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
37,658,5,838,1,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,yes
36,2660,6,252,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
31,1599,30,226,1,78,2,services,single,secondary,no,no,no,cellular,apr,success,no
43,2145,22,271,1,183,3,services,married,secondary,no,no,no,cellular,may,failure,yes
50,424,12,72,2,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
56,-299,28,68,1,-1,0,retired,married,primary,no,yes,no,unknown,may,unknown,no
34,804,23,256,9,-1,0,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
46,9077,17,427,2,337,1,services,married,secondary,no,yes,no,cellular,apr,failure,no
50,33,2,134,8,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
35,0,6,411,2,-1,0,technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
28,104,30,170,1,-1,0,entrepreneur,single,tertiary,no,no,no,cellular,apr,unknown,no
81,519,9,488,1,-1,0,retired,divorced,primary,no,no,no,telephone,sep,unknown,no
32,-428,13,518,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
26,-295,6,138,1,-1,0,blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
33,-118,27,421,3,-1,0,entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
39,0,5,203,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,no
45,2466,27,124,1,-1,0,management,married,unknown,no,no,no,telephone,mar,unknown,no
46,618,13,54,3,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
54,392,18,254,8,-1,0,services,married,primary,no,no,no,cellular,aug,unknown,no
48,5089,18,30,7,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
50,8649,20,141,1,-1,0,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,no
39,476,12,212,1,349,4,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
47,683,20,101,1,-1,0,admin.,single,primary,no,no,no,cellular,nov,unknown,no
47,335,4,417,1,76,1,technician,married,secondary,no,no,no,cellular,may,success,yes
54,907,15,71,1,-1,0,admin.,married,unknown,no,yes,no,unknown,may,unknown,no
41,89,6,333,2,-1,0,entrepreneur,married,unknown,no,yes,no,unknown,may,unknown,no
39,102,14,272,2,-1,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,no
41,3851,19,130,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,nov,unknown,no
53,5187,17,560,2,-1,0,management,divorced,tertiary,no,no,yes,cellular,nov,unknown,no
53,252,31,727,4,-1,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,yes
27,290,10,88,1,-1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
42,223,6,92,6,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
30,180,14,203,1,183,2,blue-collar,single,secondary,no,no,no,cellular,jul,failure,no
30,1,20,88,2,-1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
29,637,3,340,1,119,1,management,single,tertiary,no,yes,no,cellular,jun,failure,yes
33,327,6,562,2,-1,0,entrepreneur,single,tertiary,no,yes,yes,unknown,jun,unknown,no
29,399,18,454,6,199,1,services,married,secondary,no,no,no,cellular,dec,failure,no
38,-242,20,236,2,-1,0,services,married,secondary,yes,yes,yes,unknown,may,unknown,no
24,-254,27,290,2,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
35,1078,31,48,4,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
